sme_id,revenue,profit_margin,employee_count,sector,age_of_business,late_payments,debt_ratio,marketing_spend,credit_history,collateral_value
525,38797.74082342759,0.21452610513840764,64,transport,10,0,0.2556042310181609,122.03402918267318,747,970.1252908329895
526,32583.08728912525,0.1837881521046449,25,tech,19,1,0.3951425899773357,75.6851274265801,113,439.25174495299416
527,33240.66284193502,0.17940661433162888,28,agriculture,8,1,0.30422032683018824,111.19267880954168,456,2801.972296803555
528,50811.15970318956,0.19247954152509697,76,agriculture,7,0,0.7144026799097253,476.4905168985904,582,39053.09178900316
529,55906.284603286505,0.2939580495380679,66,transport,1,0,0.0,71.09903216009012,717,3372.145236086352
530,37534.28823150744,0.0708378095271859,78,manufacturing,12,0,0.19235065860418177,36.880052445859604,458,1812.7663571532867
531,68210.7719442527,0.1831542453768018,22,tech,5,0,0.3981035961347221,45.85067178664508,417,9238.443587697462
532,33105.48191896396,0.0851533209012923,31,beauty,16,0,0.18706419068580904,144.28106914959648,174,2350.822582759389
533,48478.92282944569,0.18888588524395739,23,services,4,0,0.38491073359649713,564.9179071752951,690,49121.36676423326
534,35331.42434219922,0.08569194419597338,48,manufacturing,17,1,0.29098812106549665,865.9962494487958,293,2963.5146836735685
535,39929.69277667937,0.12078432304764408,20,transport,24,0,0.42974232570174553,249.68127576746642,462,8524.891669979923
536,50796.329579875695,0.12934370600334655,38,transport,21,0,0.13018157543585113,67.69438527616605,195,961.1143825662717
537,37908.60367949092,0.21830717035412964,55,tech,2,0,0.3259263465924532,73.6943840163773,139,6339.998938517485
538,43219.13380229656,0.21429181107596895,68,retail,12,0,0.3699027345020076,299.0676682529641,496,4503.635396123203
539,85550.11077376996,0.06279978364875308,79,transport,1,1,0.3197683737317005,430.6554472139386,206,2738.705967009495
540,40765.17525084152,0.1538453877699894,88,tech,12,0,0.32241187273813326,88.80139900522184,116,1404.3970703560394
541,76711.14127161962,0.1003294101675579,89,services,12,0,0.480364635866934,463.8496158518988,626,1144.7651107816826
542,35851.28971391928,0.061904656252726564,1,agriculture,12,0,0.04801413802426574,123.5136728896488,598,4552.94245333345
543,64188.95118989171,0.13480880647029406,7,agriculture,19,0,0.31874507861875273,262.8089075652823,624,7657.253630316193
544,116286.03872210109,0.12840620480809262,57,services,17,1,0.11862778006810812,371.06364184143337,825,2463.2965813753904
545,30933.927617126,0.3198701540441866,95,manufacturing,20,0,0.41364164053894653,45.35796163097932,762,4586.634885130314
546,38480.08617076914,0.18030718777524873,12,tech,24,1,0.1743099626445426,212.96993664300547,142,2816.155632013025
547,65882.80013775188,0.05356677494720337,5,transport,24,0,0.0,465.40781149899834,725,3455.7301226302197
548,46010.47792336532,0.11046581970803404,50,beauty,11,1,0.4172201121371175,94.7714291641132,692,2206.8744688085867
549,59054.79123583235,0.22149683068005788,42,manufacturing,13,0,0.2597443059061547,63.73506305327881,449,3062.4142946851794
550,40455.88685750967,0.2961909941008948,12,agriculture,8,1,0.3534944424152403,220.4847095998427,752,170597.2313868695
551,51659.751365893215,0.038981168143342904,18,transport,10,0,0.5140513354048593,165.13356366939954,129,4757.375588438514
552,46826.20289156902,0.018405293040266835,66,services,8,0,0.35571016288983526,114.223467971021,540,7847.46193132409
553,95427.0446309559,0.28096756227602476,74,agriculture,20,0,0.3254142125863423,148.15067527110878,641,5750.461595181153
554,55765.040796726156,0.17727299241596328,79,services,8,0,0.29290944311558537,39.0079236261734,554,2009.768388987812
555,58069.78236955163,0.08921950876865434,94,services,9,0,0.12790402743764825,205.11694056532832,710,20764.16243720767
556,42841.138819207226,0.18742403602857047,17,manufacturing,7,0,0.26771282128569124,530.6370597610819,193,1926.1035291390804
557,41845.826148308624,0.0,68,beauty,14,1,0.5960847867663874,83.78545028861582,822,14509.832810004686
558,42561.80114119242,0.15023628546180126,71,tech,2,0,0.2437171154799153,76.49814220531402,394,1805.674532006257
559,59758.90435070566,0.17294748209901598,62,retail,11,1,0.2765979510865117,170.38309388661207,648,706.3008086214815
560,42717.413048093054,0.2146989097676481,41,beauty,8,1,0.48856273381580184,1446.2104914820004,188,5156.917583048856
561,56721.23099993252,0.07902728333952234,95,services,13,0,0.0688067008647063,357.77583062780315,602,568.497812789285
562,193346.64899537503,0.15599810129823513,34,beauty,21,0,0.3930186076435404,137.64255892856826,313,6657.240494621488
563,78424.97446099232,0.08522027617582888,70,manufacturing,15,0,0.06166801202924252,153.1900112467668,521,497.0854862650695
564,44064.54406187761,0.1678768628972022,45,agriculture,3,0,0.35987830753221894,387.25271896785904,625,1847.3139688294907
565,97678.76297328727,0.0873257574345883,58,agriculture,23,0,0.2966385827402698,71.70064920135128,291,348.07064262168393
566,42893.117811651944,0.12143294125878455,51,tech,14,1,0.39186002411970206,242.1104641240516,793,206127.56714665823
567,31878.06049512118,0.08029292236468395,34,agriculture,15,0,0.14812884447684135,60.705602554064576,741,249.40065525686106
568,36712.22604458031,0.195579536927656,44,manufacturing,2,0,0.2197450372962645,311.04317701074785,323,3025.1640808420784
569,32366.925655114657,0.21009157816596657,15,tech,19,0,0.39960794299583746,117.31193360276264,654,16563.49425628589
570,43690.28887169411,0.13357656010298102,78,transport,12,1,0.2235251225247299,174.26119601865474,792,14109.150858006973
571,50179.27681841905,0.15267665964720198,70,retail,20,0,0.4133272890792754,111.37458193406435,486,10689.45673988674
572,139342.97618290118,0.0485986009756519,50,manufacturing,4,0,0.3313754716033127,259.55000135210327,780,1852.25189368769
573,57763.16631443845,0.1290226346395249,32,manufacturing,3,0,0.23313723631047584,129.05703865170008,573,22620.98783324565
574,45742.6453659151,0.14648567680707786,67,agriculture,5,0,0.2526968732953987,834.1200599917582,707,11732.131470771432
575,76413.36129519023,0.33345551637209825,3,agriculture,3,1,0.3005257247502928,461.78253270904366,302,4098.7995883376625
576,31451.6656301922,0.07216230819580853,86,retail,15,1,0.2669726828937897,52.27765693619202,546,4276.418488843868
577,55270.010697693826,0.2524924067126706,86,services,19,0,0.40953746305994243,172.97808478323543,167,1889.5916539081427
578,73728.48463765932,0.21978011414260656,74,agriculture,2,0,0.24430810057138738,267.23386812404897,191,761.6765277167383
579,33890.62050824943,0.16964454831430953,51,beauty,12,0,0.2140453610681668,102.87066680369986,277,19067.230562487253
580,93854.56711483732,0.2731034338936593,67,services,5,0,0.43653775222992913,391.4983743930957,762,21339.43376227591
581,58095.60135921549,0.1760473830824804,76,transport,22,0,0.23668062538908136,356.2813232850032,658,791.4259262959667
582,42794.66899151069,0.177241143696755,93,retail,17,0,0.21894425696024863,138.816089153397,102,2366.866606187735
583,67984.7197002671,0.14628155428877182,48,services,14,0,0.0,325.37315966597606,202,2403.942015393552
584,228748.7561778131,0.23564982176930394,17,agriculture,22,1,0.14407449470941058,21.573589194397538,372,2838.4577684831593
585,53905.477231779485,0.22675284636676185,7,tech,10,0,0.17420587820051833,439.69027888336296,633,3282.7682296283633
586,55600.80419912238,0.10620258987526512,13,services,3,1,0.2189804111238038,301.6317919823242,215,12336.186233879478
587,42208.27110426619,0.057652696378086274,66,manufacturing,4,0,0.19167911750567052,62.1690846115402,563,971.8233383469138
588,38001.19501574836,0.135791355382304,4,tech,6,0,0.4474575223018427,181.545132748586,203,837.5487849849485
589,76457.30670085191,0.09399730049216473,10,retail,24,1,0.18372785333233765,29.34062841646461,358,19052.042891696074
590,37946.41499231299,0.14555327977692514,88,tech,22,0,0.19490604446421356,80.58085527677613,407,1489.2574025875874
591,51324.761124727615,0.23662066942788973,17,manufacturing,16,0,0.3233481295649598,356.56318831231425,466,448.2929700265696
592,41972.32293997881,0.1179888841439247,52,retail,7,0,0.13474771801069785,146.89691367753107,741,1439.8656460315083
593,62454.805385524305,0.14700236330818975,6,services,15,0,0.5345988232270164,140.53233743645015,401,1816.9615322238392
594,57956.22024298845,0.15406159143658765,83,services,21,1,0.4203235186744218,153.88121175332046,659,30713.085839129708
595,87338.87404365442,0.20939016175436992,69,services,20,1,0.12478695718382274,140.17004363983787,126,11935.104787279619
596,41565.45347392553,0.0,96,tech,11,0,0.4520500628800256,327.01033423891135,607,16668.582263513403
597,44923.38077360897,0.10753097936642922,74,beauty,22,0,0.48325622092799303,90.45100369307542,626,10198.138305245822
598,36935.939092107,0.1647898584595631,9,services,21,0,0.12868278946220796,207.5717076335727,464,12324.759769752609
599,42405.84777972112,0.2340055269498803,91,services,1,0,0.12522500763617636,59.400691522794666,397,1061.9656006010825
600,59239.13876556723,0.11556682867456564,77,tech,5,0,0.2084380281152799,268.50764394521076,460,2212.983240834594
601,73114.76865402899,0.018641310577068804,83,agriculture,13,0,0.08771923203826376,114.76690042845766,745,675.2797371737903
602,37386.748438751536,0.19337980121762954,21,agriculture,21,0,0.18295671983658407,143.62560862018228,603,2173.878012702502
603,78350.26027533895,0.10552463278220595,24,manufacturing,14,0,0.2399813122921885,111.08139811440155,687,8317.836686816838
604,109114.69901099298,0.0667233338636747,4,manufacturing,9,0,0.3756228542064721,122.91306041855529,129,3647.7832277768885
605,60344.6494890432,0.1062958227200743,24,transport,17,0,0.3121838254725375,66.43466728374779,538,21316.170209446223
606,163778.46735190816,0.13708322496409053,59,retail,15,0,0.27779677401979574,193.13705177684676,439,538.0095503903607
607,38697.14529504317,0.1076678734823251,99,agriculture,21,1,0.22752400576126308,231.30363344105652,225,6312.944746843958
608,35128.40971275407,0.0,3,tech,7,1,0.10380663750549346,51.18711687885902,695,458.3099936525355
609,32672.917797135306,0.21279463378209926,68,tech,22,0,0.38875765901729803,92.10047265425845,665,3433.257176701884
610,121162.03473241544,0.23924125288951054,40,agriculture,22,0,0.38540612352355685,152.01984538895928,465,9049.819880916197
611,68831.06780848173,0.1956065393937654,48,beauty,12,1,0.20747271135124276,91.9349709333501,542,2160.8266801787154
612,48682.38467090875,0.07036200307026283,54,manufacturing,23,1,0.13482672883133653,124.18131416836255,362,6813.695474900459
613,56452.613428082914,0.13589559262367373,35,beauty,6,1,0.5334156656290625,540.7090816756589,321,706.5553180253321
614,35879.427495039134,0.14954350793393792,95,tech,21,0,0.33700956766303974,65.72436910985596,101,245.78693253132946
615,266926.8721269296,0.1919156072693337,56,retail,16,1,0.35954524369875634,23.341908608293966,493,6874.295425585027
616,52638.1988826963,0.19678383421026566,89,tech,5,0,0.36602217910496376,91.92822873549883,405,40782.78565399328
617,52177.96577836588,0.09860783408550529,40,services,9,0,0.11962744521280605,114.14530613897514,245,669.0993736935139
618,71764.66590853393,0.1557396889489492,77,agriculture,14,1,0.5248914876025299,100.28418854288964,629,18644.21650783111
619,62522.37327293784,0.18200962832306689,68,transport,8,0,0.23947531005836536,184.0208300041006,627,3181.5860624944703
620,54965.91416490164,0.2519075625502737,46,tech,14,1,0.42330630058934143,65.2048982161567,407,402.004272816936
621,38539.901058203046,0.19931545778773063,78,services,12,0,0.5187649055140167,57.96132088116988,770,546.0672015710996
622,62205.905079233664,0.20523396811628633,13,transport,10,1,0.31220640480273,86.52299878416629,439,3052.3808145831613
623,164484.00906554417,0.15586786395505525,27,retail,20,0,0.12277823868973253,87.96341688400891,451,1625.0706457293534
624,108302.2437615933,0.24873214016424527,6,beauty,20,1,0.0,809.7072465779803,308,415.97723485709486
625,130544.3392664082,0.17868339571716482,17,agriculture,21,0,0.29423762860470926,513.8636913413424,304,234.84860633117063
626,41550.625754323075,0.08972384628785006,36,services,13,0,0.3375216671598831,39.03186799597612,724,837.0811407213112
627,36852.462980218144,0.24823589790876335,99,tech,19,0,0.21288372994715715,31.694807610381403,789,3986.6777243405268
628,47361.18573064056,0.19885322907773192,81,tech,15,0,0.32035281801853754,138.57305256346845,820,2952.474381338843
629,50976.94531567171,0.11898691852100624,2,beauty,8,0,0.36455172572565864,684.9021693554406,735,1405.4925134882712
630,90727.95556247493,0.11643549228205297,77,transport,23,0,0.44908916861919523,252.86905699482972,114,4035.2792749726596
631,32986.30131700251,0.17076028815985334,52,retail,21,0,0.2657151913310686,144.55953659252694,527,14186.414776785547
632,124295.71643271756,0.1824229356687309,66,beauty,10,0,0.2931987489809905,103.04240286668482,575,5384.015583077281
633,46785.15639392669,0.16381045859418444,52,tech,3,0,0.2732099505849669,351.33141531133424,397,2485.022500248339
634,42637.906630725905,0.17179160714100195,92,tech,21,1,0.30503919499902743,171.12452428582964,656,11993.354815266977
635,36682.07858662221,0.26899701622034666,43,beauty,3,0,0.22302234286142042,593.1259117406411,193,706.4303033632974
636,33131.63159768624,0.225008020656442,90,tech,5,0,0.22230519232582735,38.4683609549816,206,2127.3251909739747
637,76119.86564084652,0.1633444913885517,22,retail,16,0,0.23174657410915472,208.28693636683278,518,2204.747120226126
638,51363.56193308506,0.21589174065372385,55,transport,17,0,0.3234399362429245,94.57203941797535,377,466.1792012931887
639,34865.55103764173,0.07772332675307222,67,agriculture,6,0,0.17290289582232948,206.7313602824289,227,1587.9334876419673
640,34836.599739521625,0.17785489349627662,99,beauty,20,0,0.2323509100310385,181.39645613094658,558,132.629626269185
641,43920.0979042259,0.27665144448131773,60,retail,20,1,0.5712884950682112,223.12518177245104,137,52484.18008702187
642,138529.15732218456,0.13473678732253383,58,agriculture,16,0,0.4344599010756574,324.4286766637133,708,730.6096461640439
643,45085.968073973185,0.09066562499666406,12,agriculture,24,0,0.1564378384100075,451.16542299282156,297,32182.27767112632
644,33776.69548377714,0.10435377779848574,88,manufacturing,2,0,0.4297009395890352,707.2459871747595,803,3156.208544682011
645,45307.573256745534,0.0737256873860328,69,beauty,20,0,0.3941088111125527,150.30032225661694,456,6955.5570752191825
646,44878.6377371322,0.09506666643106075,84,agriculture,15,0,0.2844120732781742,96.17024642510803,106,1431.961272016415
647,30583.056677023065,0.12406443309869797,39,agriculture,18,1,0.19380405794903965,55.66449912156697,655,4072.0202774383706
648,48707.536883558976,0.05161030865749504,13,services,1,0,0.17677288312721434,210.1683912076751,431,7908.82465516849
649,45547.96478573699,0.1510932833764722,41,agriculture,19,0,0.3335760259174854,289.4359062748066,618,8077.426688075333
650,70524.68810196545,0.2131594021650653,57,services,12,0,0.17306495067052385,50.46307096603351,293,9529.619650645347
651,160083.3524243622,0.08645706738971556,53,retail,8,1,0.46458319945077375,370.82564308131066,415,1715.5704615656164
652,92752.6163803009,0.2563498746549238,12,beauty,6,0,0.5071209882682514,136.85469625340534,100,1450.2054155289156
653,44938.901285283064,0.18575544619693163,13,retail,12,0,0.29357932536478615,54.34467173496371,161,272.7990686976594
654,36007.410761047155,0.22214064099368402,74,services,7,0,0.47081712178831936,75.29172570740306,442,6534.352352865239
655,299284.0439151049,0.10395158123035039,97,beauty,18,0,0.2382676577545878,69.78407206974656,700,15116.891908340765
656,51053.17702404618,0.2098167658946631,57,tech,22,1,0.19284723250738206,70.78419926155398,117,33656.87152016142
657,50085.283934717714,0.07356462697232807,40,agriculture,14,0,0.46504127702178594,234.14044254903808,719,4711.48748732776
658,49305.22178056972,0.2123173250585556,80,beauty,8,0,0.536980043340826,296.20808077712286,746,944.1455519400237
659,54309.5255146398,0.16202875378554718,45,manufacturing,24,1,0.5944736980488324,577.8512399501909,470,233.7742217045457
660,47026.87493094782,0.18872758539893486,35,agriculture,20,0,0.34989826072156616,84.89559557118048,678,14221.35659963428
661,40802.60845432832,0.06770837760626038,3,agriculture,22,0,0.4293165592784437,195.26644567153932,704,201.45885154411172
662,41117.95769548156,0.08734511104063766,5,transport,14,0,0.34659258426992223,88.4448646673669,749,1788.430830537203
663,49132.44631393773,0.19180597527773693,90,retail,5,0,0.5105067985047884,150.82181733494883,800,2129.281244978614
664,41158.97643113184,0.08361563970430594,11,manufacturing,9,0,0.36499262001588884,45.40833552830052,670,2686.0239488595803
665,39294.3011181439,0.18242444044693862,71,tech,8,1,0.42076256829930503,60.42737844361049,798,3145.4237572869074
666,52109.929652310275,0.05430035354778279,56,services,2,0,0.1296872317195701,282.15269356118205,334,3667.337990057734
667,45159.46442716989,0.20937219488666678,10,services,16,0,0.26532558369484915,45.29638546814767,168,79.59530485541185
668,121895.9707028217,0.06372336796620436,34,services,13,1,0.42204542229633535,242.7093833054935,546,3047.216606190681
669,30648.317143132146,0.1886609956375666,67,agriculture,7,0,0.4085959116104052,86.40804270651249,709,105.1761579153491
670,90562.97939693472,0.19379416535522007,72,services,16,0,0.43483548148036644,31.803326531845126,107,8940.32400460343
671,100821.74141250936,0.10122597270992975,31,retail,7,0,0.31809819707863296,19.475251943823448,561,1296.355657431621
672,31785.060431820042,0.19074185969593088,75,manufacturing,14,1,0.20219669952970803,478.55400959619055,410,117.26600628476692
673,43818.79635606039,0.16823095843334893,71,manufacturing,14,1,0.2911580199721569,32.31937273740696,233,878.9192115149551
674,43404.278197842264,0.11228107006650831,66,agriculture,12,1,0.30705515460127547,140.96362906203944,484,1267.608066279432
675,34236.56759744026,0.07940117211466542,70,services,1,1,0.3362611212798863,196.99151081534308,155,17783.910558948748
676,38658.949107541746,0.012616201582919456,41,agriculture,1,0,0.15482018596723693,51.90619861020401,459,4003.6295357891745
677,35979.87333406374,0.17447550331097855,63,beauty,12,0,0.2601200121469053,95.31428603148515,213,4997.371816525146
678,148020.77998848408,0.04046380600465613,32,transport,20,1,0.28669985857588065,217.6871908578536,187,17532.865923220586
679,81707.82518769905,0.15667409396089158,20,transport,21,0,0.0,187.6639658596483,237,2580.616410334076
680,102669.52036610639,0.13155862487424255,57,agriculture,15,0,0.4248757172060652,102.67201086397505,207,9239.8593397456
681,71590.71480116414,0.19753999428067368,98,tech,4,0,0.32460239349609166,179.38309308504788,599,8314.794449678717
682,35855.652116866986,0.1288568150357095,50,transport,7,0,0.33979783056723284,136.75790811868748,634,432.8086699856093
683,41387.3168577905,0.1269386549557036,80,retail,16,1,0.2226755533457579,68.28340305237352,243,27159.31516304475
684,62802.34413456522,0.2012309493001807,25,tech,3,0,0.3879375563295379,387.7622388868951,755,354.0886586334456
685,35263.60695798563,0.17345406203588823,12,retail,7,0,0.17521112640998435,175.20145232061253,155,11802.303157142698
686,71224.57280959102,0.17213091700279448,71,tech,24,1,0.19877786336532946,34.0004941457387,719,306.24653412178765
687,45395.107237623204,0.18284873128659684,39,services,22,0,0.39424950686126947,225.2790192158548,105,7345.5883111951425
688,43356.32991190819,0.04250995137550258,17,tech,6,0,0.3535742604216075,90.70271767429344,641,48672.63868626566
689,71138.9826810289,0.20297520759908874,45,manufacturing,16,0,0.10835996022475594,117.73673203995045,546,2165.7716888050018
690,61319.92530062099,0.19287281558095215,11,tech,24,1,0.5366056305132053,149.38933242287155,484,2029.3412981715414
691,43553.90719758857,0.07883218099964519,70,tech,8,1,0.18622535196402792,78.69990888022987,406,7447.695978981935
692,94869.58640710604,0.1329143668428059,23,agriculture,23,1,0.28011096680679914,627.9310015668044,738,1818.7510642171085
693,36183.12119196222,0.1472484898660658,91,retail,22,0,0.5620181079902927,44.94078884000518,401,45588.83210888282
694,67336.71744139542,0.1405852250918787,70,tech,6,0,0.0,155.29864139248494,732,3977.021193411334
695,66475.62566552755,0.17337019765979741,38,manufacturing,10,1,0.04406087700455408,201.3573650397867,504,1844.09834969322
696,44311.59447756056,0.2501956747281828,2,tech,16,1,0.3662900530632776,153.38793266375865,710,1325.5353680293617
697,57740.48149329997,0.225723670937098,86,retail,11,0,0.0,127.38466324734966,777,735.5196783443403
698,35090.20467248525,0.05814465645980155,84,tech,13,0,0.0,109.77023116613141,661,1162.5457829441361
699,81099.51953893821,0.1935448993214234,89,retail,6,1,0.4762736739441212,78.05830468082048,609,1761.621392196452
700,46318.36513504495,0.24302533236747867,79,services,24,1,0.2386689947393865,76.95874303061015,172,1434.4566132435384
701,41409.250658278106,0.1770765964482442,93,manufacturing,1,1,0.6294134338945223,374.9657772031249,663,1110.6904065048755
702,88009.59108923757,0.2263686297630177,72,agriculture,21,1,0.14478453329196506,104.2302736511409,364,69443.02044142935
703,39380.53951683236,0.2908589311990536,37,agriculture,19,0,0.2522277301694279,817.0894162167297,326,635.7830477564875
704,34231.78159338704,0.2216596682274887,49,services,12,0,0.3810946089267878,253.44637318642162,292,3714.31250746019
705,33538.03256183227,0.16745160169492102,52,retail,24,0,0.37072927262628586,17.564788212994333,473,7250.179561469825
706,66960.0002461535,0.22315619318593274,33,transport,6,0,0.26176505767667324,300.8486194974932,109,7670.6910905724835
707,34919.86659622178,0.1601421483167824,22,agriculture,18,0,0.20273099835863728,142.23379614657344,401,2730.088721383724
708,148321.046043902,0.15167321302994688,5,services,13,0,0.3347043486511936,48.81504683388062,458,2077.5532168816558
709,31763.03048670051,0.12540100350003872,18,services,7,0,0.5065328829263773,421.3248535890347,839,5868.305716659087
710,141570.27125550495,0.25943893511824756,38,manufacturing,23,0,0.4144213034359942,104.71752147820439,151,4446.09950456376
711,54636.4445575753,0.09270999338405989,37,agriculture,13,0,0.20512973755347974,97.8322338077537,198,2021.4326018228935
712,47897.1234231563,0.2572657407274681,94,retail,21,0,0.15123410308809904,200.36726620006064,692,286.3406375313286
713,41141.110573068916,0.184990488661826,95,tech,8,0,0.1960816518435063,370.28177566199395,112,1477.5113283607943
714,59902.4045611607,0.05204856776386407,64,tech,21,0,0.10893856719512765,162.50880071647643,489,533.8819539151442
715,49035.35609234694,0.1757354505093995,10,retail,17,0,0.32211142234908663,153.46238349274338,456,1095.8226896463732
716,91291.1121793355,0.0029981444643862876,79,agriculture,9,1,0.42206792681014255,84.98775509757267,739,3133.2774921453506
717,52289.31199178595,0.1937855611781725,42,manufacturing,20,0,0.2892990002249395,365.25855739452055,110,5105.65596008713
718,53137.65872449477,0.21196620380922937,48,manufacturing,13,0,0.5579650189394273,163.76633565207544,180,43074.18440596369
719,43515.960871149524,0.10853508310435625,44,retail,2,0,0.5663121862732033,123.92115270397015,360,1331.2723680987524
720,48655.880159050794,0.15864833871689077,82,agriculture,4,0,0.34616029032426315,112.2125115971823,105,9527.507814122479
721,57221.958781075125,0.28679102036252,87,services,2,0,0.40529066107150247,337.46455293961105,557,4717.055440983856
722,32919.75695935449,0.11459773070166443,97,tech,4,1,0.16493130330458283,120.31834714653596,472,20826.812664490702
723,34544.766492621726,0.07587646890603796,16,transport,18,1,0.2458790259241233,338.15964095871686,580,7075.144026406116
724,72516.09693117496,0.25371643817238193,54,tech,5,0,0.4908405566649824,101.77253126620825,321,656.733207448767
725,53635.12236365726,0.2873811033371556,35,agriculture,19,0,0.21310910740673372,264.50082940131335,180,224.84942502475639
726,46334.10608487021,0.1502586970293493,98,retail,10,1,0.5231069710524677,175.1559892919137,614,4754.717440246704
727,50179.60322083044,0.22080241247858495,28,retail,18,1,0.4668846153112249,69.36594278775112,159,1349.2760969745343
728,58359.37596715173,0.24390331408716168,2,transport,21,0,0.4127435941569536,138.43752237969258,320,685.0757260115429
729,41202.90902261833,0.0980261037223131,94,beauty,10,0,0.124095766551054,25.726399096259364,448,445.24889624024826
730,38654.33106045745,0.11602859152424921,13,retail,5,0,0.25320202738945174,81.8401641328337,660,3795.089398164011
731,54253.342449895994,0.23616121592083145,41,services,17,0,0.39663132582661914,42.00358096802443,327,28611.429475019813
732,36938.96623999505,0.26795099950959567,80,retail,22,0,0.15213778882469547,733.6265227614924,389,1614.840519816252
733,60183.6406132219,0.18940166021220484,59,services,13,0,0.27148841291751025,42.40115096145035,392,7225.743878285561
734,32948.12224648025,0.08841299525485619,69,services,23,0,0.4128196423691457,1174.5407531267908,292,2557.026847061798
735,86853.40891818442,0.2890942778189609,92,agriculture,17,0,0.21477416581165565,223.95018217925082,573,430.9218996369756
736,62243.200524624,0.11283203715316248,53,retail,9,1,0.1730318263097028,97.99400130636809,356,8975.168748720987
737,55807.82485330105,0.12654035531799837,45,tech,24,1,0.029883831181773124,282.89847296342896,605,577.069052250708
738,84235.58118344899,0.1739636484142735,20,beauty,12,0,0.24200487034285373,88.6227170334585,487,3079.245707740202
739,138142.0242580246,0.2587912294500342,24,manufacturing,14,1,0.4159772269215206,48.05570676924023,714,1785.9743104600568
740,86007.15553827942,0.20977831835865565,61,services,14,0,0.16906444870102533,158.10450122666916,497,11380.039194701802
741,32463.281605311633,0.17904058502533374,91,beauty,8,1,0.302680815970156,259.8379472948907,465,609.5820212844922
742,34924.74918605987,0.18243019710826744,94,retail,23,0,0.2663686092308899,412.7032105919053,757,5357.779317088973
743,40223.69401726139,0.15304602680504262,58,agriculture,5,0,0.20000646660479288,221.0047263851457,389,845.8177314850949
744,50340.907980472446,0.18906976601629544,27,beauty,19,0,0.4256558399063831,97.17598189286385,408,1384.843175475602
745,63766.50449689947,0.0,26,agriculture,14,0,0.5463408421748843,449.8979888694026,377,12.771289690122675
746,39164.8657389657,0.1292374778651141,7,transport,9,1,0.4506506915462555,376.29772843030275,563,68744.21437394762
747,54026.872471949195,0.16689253544417468,42,retail,7,0,0.1956095396323928,184.05120781224798,288,6807.875612073971
748,38873.679426729854,0.0694290141466345,47,retail,8,0,0.5988548495768917,390.9666246766324,277,942.9174802278845
749,40371.375300465275,0.1770426322468092,53,agriculture,14,0,0.45021043653450976,852.2230162915256,627,551.7066464924814
750,34240.858481690164,0.13568701453097148,59,beauty,22,0,0.2313964396553564,96.07535658053648,474,1417.3254244756104
751,37378.00406581081,0.2728832988820843,38,agriculture,14,0,0.18370104268321294,72.25906990807937,697,8736.975029087553
752,34526.07646401855,0.2601113807650399,69,transport,11,0,0.4681558895767385,93.86416159042284,553,174.49090354863384
753,36958.34878290276,0.11739361016172858,87,tech,14,1,0.32606538029359095,50.41455766991339,316,2410.5817106163668
754,88282.68981386376,0.13944136019033132,92,transport,21,1,0.17238527269684084,238.1669331733011,141,42444.93249221251
755,37166.64579495753,0.1448236704074125,98,manufacturing,8,1,0.27778365307921754,40.93876603344343,293,544.0714042464115
756,315705.1996396236,0.1183838366688264,53,agriculture,3,0,0.2389204773177958,408.30375185810306,426,3362.9624906699137
757,62935.13425870368,0.16365174888196887,15,transport,23,0,0.1763911321967943,86.68273171063358,472,81223.89228937817
758,53978.975678687355,0.09692025517786867,96,agriculture,18,0,0.4521879379892201,440.08427342116386,564,7694.241297040489
759,37926.535380081594,0.07085692655437315,26,tech,3,0,0.417258628247147,19.189617188726494,262,3600.707852204149
760,70694.63697511156,0.1935897856730188,48,agriculture,13,0,0.42578122163388904,109.05473343862008,375,6373.82272486504
761,40779.69490475643,0.19406707089552677,95,transport,12,1,0.4237005589979269,52.75147148382126,463,1633.862295657824
762,52469.74344688221,0.09369789682380053,19,services,15,0,0.16259493829386037,438.2037294962803,741,20940.637497235217
763,295722.22352545254,0.21267488015338198,9,manufacturing,18,1,0.2094469092304504,568.6242453855955,579,1637.6293645644137
764,47909.34441584363,0.10578955895842679,64,manufacturing,5,1,0.5187986284406493,22.753907345968315,788,157.78409116680615
765,94212.43286831184,0.1677215666626587,93,transport,7,1,0.31620181836584976,296.690422491739,559,1657.4662238576984
766,39392.43666543907,0.20742408088287193,54,agriculture,11,1,0.07942939594435452,348.9574108917446,364,699.1729980072593
767,49087.92962693573,0.14764712047074008,51,services,11,0,0.33254164913936196,192.5869269106733,638,1955.1241645937428
768,150243.18728839426,0.1818318638498794,39,agriculture,15,0,0.39821868925021997,237.58623386458046,485,2021.0529387176837
769,40200.022724696304,0.11384992492786997,4,services,10,0,0.37860621560553126,224.2685038285599,184,17964.175428293747
770,155391.08320196194,0.1362473391600332,3,beauty,15,0,0.15931955952575413,297.5572922987305,807,8458.601148034862
771,71004.63792854153,0.13558983983837616,64,transport,13,0,0.583008233888633,61.93134096430625,415,4424.436617968088
772,40933.29787981097,0.09773951574218326,29,beauty,14,0,0.0749108119336871,387.7634448809172,342,2967.8168168758734
773,67970.20981769412,0.13762580858189524,11,tech,17,0,0.3166344645245118,175.47157583178222,568,608.9358872478809
774,83680.47015137045,0.041596719079537714,97,manufacturing,13,1,0.5604829279149124,167.24621564486966,441,113.09601446913585
