sme_id,business_name,revenue,profit_margin,debt_ratio,collateral_value,marketing_spend,employee_count,staff_count,age_of_business,sector,previous_funding_received,previous_funding_amount,default_history,loan_applications_count,funding_requested_amount,expected_roi,project_duration_months,business_stage,collateral_offered,business_registration_uploaded,tax_clearance_uploaded,financial_statements_uploaded,tax_registered,tax_paid_last_year,licenses_required,licenses_up_to_date,total_payroll,cost_per_hire,nssf_contribution_percent,nhif_contribution_percent,staff_turnover_rate,bank_balance,m_pesa_balance,pending_invoices,paid_invoices,late_payments,campaign_spend,clicks,impressions,conversions,target_segment,total_customers,active_customers,repeat_customers,channels_used,owner_age,owner_gender,education_level,employment_status,location,eligible_for_funding,default_risk,business_health_score
260,SME_260,73896.64493233693,0.1639263702757546,0.16683457326921888,1813.423095892857,24590.566116122798,5,28,10,retail,0,0.0,0,2,991403.8771668519,0.108260801473672,32,growth,1,1,1,1,1,1,3,1,201316.15136417883,7921.043182367379,0.05263664311147635,0.04926311876197567,0.21938167164078085,198768.24495929637,18838.565554960234,12,47,16,7869.065104785394,4943,31570,46,low,3138,2872,2754,online,32,male,highschool,self-employed,Other,1,low,59.9
261,SME_261,37347.80242143939,0.18057169862134567,0.44964481153803665,0.0,8589.455473888342,53,9,12,manufacturing,0,0.0,0,5,893239.6205074954,0.2135857849552888,35,growth,0,1,1,1,1,1,4,1,197215.57744558726,29862.741048688094,0.06735643268325495,0.021075624194494352,0.1321482242108875,180915.34431889257,43719.50077893747,3,4,12,6031.679730581452,4298,19441,382,medium,2426,1193,222,mobile,42,male,none,employed,Eldoret,1,medium,34.8
262,SME_262,48605.73883828221,0.17830063284731884,0.2569808646392596,0.0,13935.685757057448,8,28,24,agriculture,0,0.0,0,9,601245.2105300035,0.248116640829862,4,growth,0,1,1,1,1,1,1,0,443051.7726319783,11356.344604384882,0.08268258589320622,0.03889563744133251,0.1634802873995385,60371.23741866569,17175.44906344176,16,41,37,43754.11355683298,4131,86073,172,low,3923,3521,2338,online,59,female,master,self-employed,Nairobi,1,low,67.8
263,SME_263,30000.0,0.23650475342755078,0.4139272331229161,2352.523204657069,7942.63459719779,22,37,1,manufacturing,1,23370.948818777142,0,1,547766.0333920752,0.3257128308260975,34,growth,1,1,1,1,1,1,3,1,294784.14473825804,30897.307619998475,0.08796051465059937,0.03213624211755205,0.08447591405101103,43359.56842010411,26967.66475544847,13,10,12,19156.87559641521,3919,18874,282,high,700,566,566,online,42,female,master,employed,Other,1,low,62.5
264,SME_264,36590.665090315684,0.07502624242456657,0.2562362051612194,4733.584871891806,9783.314781267121,7,0,24,retail,1,122788.82664691628,0,5,998417.1824079463,0.14859810858088782,19,growth,1,1,1,0,1,0,4,1,0.0,21550.807563372873,0.06111289240087995,0.04313276221400669,0.2734799580321015,98006.80081442838,13782.2928230779,8,0,15,17859.168348050953,698,56305,134,low,2779,2779,1512,physical,59,male,highschool,employed,Mombasa,1,low,56.5
265,SME_265,45197.97226060218,0.19761512738153147,0.2910260784705144,1211.266106689872,48648.86902101524,22,39,21,transport,0,0.0,0,4,556449.2046812158,0.10950060065058673,30,growth,1,1,0,1,1,1,3,1,294449.33333683526,32255.72285053813,0.06355356997163661,0.02969721980292798,0.17502928197664155,37326.0298569503,22305.281473103292,1,12,27,26683.61221920049,4668,34302,441,low,4751,2885,2328,online,48,female,phd,self-employed,Nairobi,1,low,48.4
266,SME_266,35109.87355504614,0.23347552587345827,0.37403403065014373,0.0,7655.672288609921,46,7,4,transport,0,0.0,0,2,431714.19152025506,0.14531702938891414,19,growth,0,1,1,0,1,1,2,1,170046.86915230195,22749.94500599241,0.10093220453396273,0.031186500841979353,0.19198786553770822,152816.1036061443,34388.156235366194,3,19,33,22570.622741128416,2379,36372,13,high,108,108,108,physical,29,male,phd,employed,Kisumu,0,low,34.2
267,SME_267,134598.76420137053,0.0254988691195438,0.3436345586385009,3327.595057710635,13463.521215260382,30,37,4,tech,0,0.0,0,6,911364.4250598346,0.4259432135098617,16,startup,1,1,1,1,1,1,4,1,133384.56772594084,43443.28450302642,0.10498900128857502,0.03546910485308302,0.12592498877674746,12139.457096295308,38134.9493508422,10,33,31,11152.024761211555,1757,60386,387,low,3120,1570,1570,physical,49,female,bachelor,self-employed,Eldoret,1,low,53.0
268,SME_268,34123.74098236881,0.1723756278143284,0.0006702329322392231,0.0,29529.482886929247,16,16,9,agriculture,1,117381.03443396436,0,3,249500.60995190247,0.3500428029734643,12,mature,0,0,1,1,0,1,2,1,176979.38103149517,39063.99784959877,0.055259974673269895,0.030376463497796102,0.20351654738912708,48821.5200091102,40504.88880797557,9,32,23,42230.62115476619,118,58929,113,low,2749,2749,668,physical,41,female,bachelor,self-employed,Kisumu,0,low,53.6
269,SME_269,42462.100657502495,0.11470741182946298,0.13181343898584122,12717.918501168695,30508.92881183209,79,18,15,manufacturing,0,0.0,0,5,115575.47049087279,0.1830508029192796,16,growth,1,1,1,1,1,1,2,1,333001.61862839706,43011.599422549254,0.11930560475791697,0.0277872289399027,0.15694679223024874,8553.057483407294,37104.404258274175,4,13,36,45463.051676112686,3813,19329,209,high,573,573,573,online,50,male,none,self-employed,Eldoret,0,low,60.1
270,SME_270,52673.84671737444,0.14429341288288478,0.4394114977186223,6253.934554050353,7698.706487191454,5,32,24,services,0,0.0,0,8,641408.2336745937,0.3284803699871247,19,growth,1,1,1,0,1,1,2,1,282127.11384683143,14992.349793588892,0.08031866959160534,0.030660013084511894,0.19823355086702615,49213.95948010796,23871.01204331337,15,11,4,37375.318367047614,1223,86770,161,low,589,589,589,online,42,female,none,self-employed,Mombasa,1,medium,51.0
271,SME_271,116260.32153720365,0.17433735384768353,0.2801795116647679,1731.0417323245777,39685.87128926061,67,14,15,manufacturing,1,135504.23457143648,0,5,113932.64109337401,0.1427515193454839,24,growth,1,1,1,1,1,1,2,1,124025.16239818529,11696.719475324964,0.09100256571093238,0.04723852979148922,0.10387742968145375,15200.889005531219,2835.951042600009,5,10,43,2403.6058854075727,39,14672,368,medium,2830,2830,360,mobile,23,male,phd,employed,Mombasa,1,low,50.4
272,SME_272,34095.620490167785,0.11589400051205133,0.2214403045842867,9070.053499335174,39260.14339564125,23,44,7,agriculture,1,216050.07545750082,0,3,385685.5662139009,0.29545186119264577,20,mature,1,1,1,1,1,1,2,1,458560.76995663927,30080.06007691431,0.09155556052189034,0.030280260463431758,0.1590448527648382,136342.70298980104,26700.111307915617,4,0,22,5895.826526809339,2894,89930,335,low,3807,1349,1349,mobile,59,female,none,self-employed,Nairobi,0,low,40.9
273,SME_273,95121.86592608152,0.10270043445868716,0.09621389771137884,2596.831431688899,11865.885210194554,61,30,12,agriculture,0,0.0,0,9,435105.83787008614,0.06210812901260335,20,growth,1,1,1,1,1,1,2,1,274233.2458894203,44277.494550676296,0.07422152325684377,0.046982971028785805,0.04847955516955779,116203.39619381819,3702.3828585154088,12,45,49,17300.555001140518,1613,12556,346,medium,2974,35,35,physical,21,male,bachelor,employed,Eldoret,1,low,57.6
274,SME_274,50008.208056684176,0.15239066922416172,0.13803955180862273,588.2361288302005,14433.315133773023,74,20,3,retail,1,387793.6449188439,0,1,556587.3057082485,0.2356490291783515,32,growth,1,1,1,1,1,1,3,1,407176.3606567281,9978.07804234368,0.08813534272851162,0.02615059009340491,0.1811988892900679,46713.20614611376,48356.04318456314,8,7,20,27835.51287447163,1481,97256,421,high,3929,532,532,mobile,33,male,phd,employed,Other,1,low,42.9
275,SME_275,36914.7175538913,0.0738927842796038,0.0,1627.936127602768,46899.39327297485,5,2,20,agriculture,0,0.0,0,8,991826.3548330031,0.30194699250294876,8,mature,1,1,1,1,1,0,3,1,198809.79230040408,15524.968172411542,0.09083814555807909,0.040165423660421806,0.17777260618484184,44990.050822173565,19519.86807605,9,17,0,30475.729455240045,3802,20699,403,medium,916,916,732,mobile,59,female,bachelor,self-employed,Kisumu,0,low,58.0
276,SME_276,61898.1970440271,0.073992240978037,0.28480789219477004,3383.921339666296,41283.5722989739,23,1,9,transport,0,0.0,0,3,236562.08886651715,0.16733665980624113,17,startup,1,1,1,1,1,1,4,1,480901.72991458315,38569.91982759636,0.10325339696324863,0.04234887190035169,0.05751897945505463,61782.734096362765,25679.894968726418,1,4,12,4999.762516237205,3239,85008,45,high,2894,373,373,physical,45,male,highschool,employed,Eldoret,1,low,52.1
277,SME_277,54334.023296777625,0.19755612980695525,0.21023436291284298,11676.38465491177,34889.85165312619,79,34,14,transport,0,0.0,0,3,388241.2509367738,0.26134157022483734,28,startup,1,1,1,1,1,1,4,1,388441.8939695306,25941.2439997014,0.09632547011430825,0.023340974881398087,0.09337249852389312,160651.51941855205,7347.802182841355,14,30,43,48012.062707238525,4340,19764,146,low,2473,1507,732,physical,41,male,highschool,self-employed,Other,1,medium,50.0
278,SME_278,40498.40458320758,0.06958441753889406,0.1550118163522027,2263.5909376862624,4111.661075530026,82,40,13,retail,1,169716.25653767327,0,1,149595.32192244485,0.14384424852263158,29,growth,1,1,1,1,1,1,4,1,254528.09178981956,32155.848667338654,0.08126739831042148,0.03631958319511468,0.10900746068608475,34348.13729370646,49790.42120744509,11,2,7,26478.5192934901,169,30807,128,low,4087,3059,1114,online,59,male,none,self-employed,Kisumu,0,low,39.1
279,SME_279,51285.75379620079,0.19664187506364483,0.28978148622480704,485.99674830156545,20913.204045128787,25,15,24,retail,1,86769.34583028384,0,4,615461.25551257,0.23035436470029313,32,growth,1,1,1,1,1,1,2,1,456031.7746324251,31628.94908995797,0.06339314282073052,0.020392598038867917,0.17467490346626366,28731.65920226461,25117.889590493847,11,21,0,21587.35327695313,1895,35820,235,high,2911,1147,836,physical,37,female,bachelor,employed,Mombasa,1,low,65.7
280,SME_280,43208.5061640466,0.18238139049977659,0.3545955946279107,0.0,27965.093603841353,8,44,12,retail,0,0.0,0,5,733119.7186616769,0.15184557421389505,13,growth,0,1,1,1,1,1,2,1,372859.91627012915,23555.97324641285,0.051761201439824316,0.04784678272411397,0.00920262623714152,104069.81530435735,15616.208433999815,2,5,14,9555.891980033775,2941,84449,150,medium,3341,1332,921,mobile,27,female,phd,self-employed,Mombasa,1,medium,45.6
281,SME_281,52272.91325258573,0.029193528984658212,0.6139796898314918,3533.9943710676134,9370.564399188846,95,49,1,services,1,274283.66384337924,0,9,492435.2867711613,0.2819137814070018,26,growth,1,1,1,1,0,1,3,1,243737.68716568133,36756.603813488095,0.09562977302306329,0.035727863165539483,0.24747584187251453,173665.27610850008,10459.38470349493,14,23,9,47542.174183238305,482,14320,445,medium,2894,162,162,mobile,55,female,phd,self-employed,Nairobi,0,medium,34.7
282,SME_282,69140.04716611613,0.10257047433650412,0.07321748706551795,3939.2926012966527,22411.329105411227,21,20,19,manufacturing,0,0.0,0,5,260914.6429241716,0.07356323438449142,16,growth,1,1,0,1,1,1,3,1,488361.92895151506,43352.11144499296,0.08343934075776233,0.021102979772604932,0.11277771760009983,48701.6458602926,32846.60662695876,18,26,0,22369.791736874984,4515,27277,111,medium,3173,996,316,mobile,30,male,none,employed,Mombasa,1,low,64.8
283,SME_283,129820.27649886647,0.23358765821331606,0.4739071564950783,11846.73136020002,30051.293874434497,2,11,16,beauty,1,49768.03207111033,0,2,628470.5037981127,0.09847825608871237,25,growth,1,1,1,1,1,1,4,1,184344.5023369876,45849.06720815768,0.11758673302845576,0.040496687431898076,0.29938635340761366,25719.976858207847,22378.662833000115,12,20,13,5889.273027151898,4746,30917,200,medium,3673,2765,2430,online,35,female,bachelor,self-employed,Mombasa,1,medium,46.1
284,SME_284,35169.13435078298,0.08131841282022227,0.44596523415226075,13744.374060568365,16368.83400576996,22,27,12,tech,1,423409.27768465277,0,8,548374.5689014725,0.33057089032153253,11,mature,1,1,1,0,1,1,1,0,165456.83840966853,7088.521940285486,0.05688218060856858,0.04657122712176376,0.15059069709690598,100879.26962223952,16549.16977771501,2,36,44,30718.244986247424,4130,60328,283,low,2615,356,356,mobile,34,male,none,self-employed,Mombasa,0,medium,36.5
285,SME_285,203085.11061686187,0.11749170163834285,0.1831360890934949,1222.5372502384394,39047.24094752436,72,11,10,manufacturing,0,0.0,0,6,187762.0089356434,0.0,20,growth,1,1,1,0,1,0,1,1,452595.29344513314,29912.275743418668,0.05508362393699752,0.042125635075221504,0.03219170722644403,147770.20197667502,1472.4871846204176,12,33,41,17507.622625088192,292,11447,339,medium,3286,1846,1171,online,59,female,phd,employed,Eldoret,1,medium,71.8
286,SME_286,32119.199030612537,0.18234426252763275,0.33048539318790465,0.0,42022.47908194027,87,32,2,tech,0,0.0,0,2,417568.26249208767,0.1358991456461507,21,mature,0,1,1,1,1,1,2,1,368317.3283110955,6816.7195447485055,0.06268949345057509,0.02401224991601523,0.07096309163393034,125572.85593733523,2783.4541829395403,4,34,24,40399.818449963896,139,2899,335,high,4530,712,465,mobile,38,male,highschool,self-employed,Nairobi,1,medium,44.1
287,SME_287,46894.962995321825,0.20483733564978168,0.2313550125993577,626.2201167942836,16180.473471703539,96,19,18,retail,1,29663.106648345336,0,3,446493.149802491,0.18579197477108786,7,mature,1,1,1,1,1,1,2,0,205479.41566728783,45541.854974164395,0.07637837138213971,0.03619663387203379,0.15095901316105043,86542.30476061962,34987.043392432555,10,35,40,27273.285801530295,1457,27030,332,medium,3297,1035,448,online,27,male,bachelor,self-employed,Eldoret,1,medium,64.3
288,SME_288,66297.6951768346,0.1323922779768853,0.3278532870628108,0.0,41932.85772462286,72,39,13,manufacturing,0,0.0,0,6,982965.3986960043,0.2353007812632934,20,startup,0,1,1,1,1,1,2,1,154311.07743447734,24316.961332301937,0.06226222712070781,0.041992956211110724,0.08164397423308824,12877.620881032475,24546.482848727464,16,25,45,5284.9601645984785,3992,71339,416,high,4912,1968,1968,mobile,36,female,none,self-employed,Other,1,low,50.8
289,SME_289,56480.51967964994,0.10817428637158508,0.5263696520106825,26192.546446663273,5178.8283051507515,68,48,24,manufacturing,1,361463.1277017946,0,7,852300.1155124113,0.15221935257997865,35,growth,1,1,1,1,1,1,3,1,130117.23447306216,45523.64345010013,0.08246922613918434,0.04401710185221806,0.09997387432555638,63615.69136751469,42595.63030852848,18,0,20,37530.27462159158,3035,98719,386,high,1981,1981,967,online,37,male,highschool,employed,Mombasa,0,medium,43.4
290,SME_290,40247.09101533437,0.24956589031889553,0.39084093489469696,0.0,41886.454931132816,64,20,6,retail,0,0.0,0,5,739683.3725081219,0.08742392600799359,15,growth,0,1,1,1,1,1,2,1,191073.3665494011,13445.753443287744,0.07377955479777015,0.020480060399820418,0.026580138698549,184254.0275515304,37922.89500125279,19,47,0,15233.330508534365,830,95345,206,low,4853,3295,1846,mobile,21,male,master,self-employed,Other,1,low,47.2
291,SME_291,45925.320118531876,0.27172297646583055,0.3762912559850163,2075.285789193029,7637.52158338083,94,38,12,agriculture,1,115551.24557844871,0,3,891001.4849928885,0.3226280413417706,11,mature,1,1,1,1,1,1,2,0,106492.99247794581,12306.705815893618,0.1199645087324106,0.02851218379302629,0.1273041539056715,48458.179864823614,29098.58236866876,11,18,46,20412.200281524496,2422,19798,15,high,1315,1315,290,physical,56,female,bachelor,self-employed,Other,1,low,51.3
292,SME_292,41777.75785036268,0.2185200635547257,0.23545360200680365,26907.86320553716,4146.357625486302,19,40,22,tech,0,0.0,0,1,740774.7177121406,0.30532577946635925,28,growth,1,1,1,1,1,1,2,1,115406.66574407525,45874.58643235971,0.11766922093401379,0.04653931261336275,0.2238342331653334,124721.1555186717,28488.55299452553,4,25,26,38782.21430034033,3691,51582,126,medium,3869,2040,1219,physical,43,male,phd,self-employed,Eldoret,1,low,69.1
293,SME_293,40621.747640810514,0.1559722699795517,0.07739150026134972,6363.518838472261,32088.77022205056,87,48,4,tech,0,0.0,0,9,905333.8180232187,0.16207101864138654,3,startup,1,1,1,0,1,1,1,1,399480.93603625847,47226.9012369858,0.07553711225577131,0.027752955838408217,0.11391694562060214,181951.33349880538,37521.90235730397,16,22,30,5322.659429680215,503,81401,285,medium,156,156,156,online,36,male,phd,self-employed,Mombasa,1,low,63.8
294,SME_294,77376.7201047845,0.09342139948513514,0.2687297684189388,5735.060376322382,23596.868287764715,82,41,1,manufacturing,0,0.0,0,7,73462.05258191781,0.02093289878894794,14,mature,1,0,1,1,0,0,1,1,78692.09581269424,39505.53352983388,0.10544696184462897,0.034175963865460054,0.17664982348275152,100181.34688182676,37316.95363239141,18,39,6,48888.959299996284,2513,61523,408,low,774,774,774,online,34,male,master,self-employed,Eldoret,0,medium,39.2
295,SME_295,58635.81608607719,0.09186889154104041,0.48099122322958726,0.0,45394.530020641636,53,35,11,services,1,133709.95578542698,0,0,466944.8850815782,0.23061680987644578,26,growth,0,1,1,1,1,1,4,1,247679.72592309775,14991.14177661387,0.06691533646044243,0.040899956287066594,0.09612048826381972,92024.37892078084,17391.356212173818,10,33,17,35104.31592992802,3337,16036,77,medium,2085,1082,1082,mobile,43,female,bachelor,self-employed,Kisumu,0,low,35.2
296,SME_296,39497.67995105362,0.18657598736860304,0.07092482151155285,0.0,18159.45980454246,93,21,23,agriculture,0,0.0,0,8,751960.3685369969,0.21817505407585963,3,mature,0,1,1,1,1,1,2,1,232249.47592556436,12739.34267474472,0.05404226482323844,0.049567962115165794,0.20064041883734385,32507.470202014272,6160.653253790462,1,26,35,9629.687970861756,102,60205,384,high,4742,1556,1556,online,42,male,none,self-employed,Kisumu,1,low,61.4
297,SME_297,79846.98016372713,0.17928787546220787,0.14173659477349573,739.7375707916619,14357.613171881434,87,25,8,retail,0,0.0,0,7,591629.8806778132,0.1332941275994305,6,startup,1,1,1,1,1,1,3,0,482085.9674706511,38660.58827675949,0.05283416326797798,0.0327758112438441,0.12458620849126545,196219.26961273781,38819.58309654918,5,2,23,2906.260496998203,4804,14335,32,medium,495,495,495,online,46,female,bachelor,employed,Mombasa,1,medium,62.5
298,SME_298,57207.88541013813,0.24811190150625007,0.3189401604351102,544.011138101463,25036.745307209916,97,6,2,agriculture,1,186045.68872463424,1,2,191662.84086777095,0.004493695727849301,9,mature,1,1,1,1,0,1,1,1,259493.75305431223,33564.862244239055,0.05204239607710869,0.03511023868162772,0.16261547263737494,39450.57394837869,11932.190976465701,2,45,24,27226.775285548345,1846,33386,36,high,1386,1376,828,online,41,male,bachelor,self-employed,Other,0,medium,60.3
299,SME_299,75638.61838169137,0.19553150647752973,0.15230178227291064,1771.9619089390621,22797.309288433065,52,6,2,manufacturing,1,11766.077545260716,0,9,353682.24479796353,0.17284457872294795,30,growth,1,1,1,1,1,0,4,1,122384.91429754546,44243.44961971948,0.10151545990320653,0.03675888712580398,0.1105513450347139,98884.2625883785,39771.989035815735,14,38,24,18962.897584267135,1931,16980,156,medium,4979,3902,673,mobile,32,male,master,self-employed,Eldoret,1,low,57.0
300,SME_300,67862.6047501183,0.04478437887681272,0.1811214829327181,0.0,17221.402310859412,47,7,16,tech,0,0.0,0,3,331418.8875261574,0.2766555795958143,7,growth,0,1,1,1,0,0,2,0,89782.11225820685,17456.513826285794,0.07395558719995404,0.027024961678448194,0.13275914661739885,38409.23493881727,31286.49444704689,17,12,3,1475.2427623349163,4396,19712,164,medium,4220,2948,2873,mobile,31,male,phd,employed,Other,0,medium,43.7
301,SME_301,38186.74357105044,0.2236363332406043,0.23646021274077345,2137.9451970008586,34687.06493491643,82,25,1,beauty,1,352644.64971434115,0,9,276119.9749206493,0.29171673357383654,34,mature,1,1,0,1,1,0,1,1,379597.37302176125,18291.071311717234,0.10766844345832055,0.031060350596816104,0.08343993334739526,72934.77974048085,18540.0447124866,16,38,1,30460.937606620097,3752,14700,188,medium,1750,363,363,physical,54,male,highschool,employed,Kisumu,1,low,48.3
302,SME_302,40960.1611315775,0.08013575608799109,0.09515738937147758,0.0,37978.09169569542,54,23,4,retail,1,72998.44965545475,0,3,356272.84244368674,0.19558154028233132,33,growth,0,1,1,1,1,0,3,1,116481.40029198029,37923.85037796192,0.11116837553692778,0.033033988656389575,0.2303442454535167,177381.7188552094,42761.422541602966,14,15,34,15437.418904409467,3423,91301,7,high,2528,2528,1707,physical,47,male,phd,self-employed,Eldoret,1,low,35.0
303,SME_303,72691.01533068431,0.12312201096333539,0.15388172306754475,12559.397381629275,42649.19845150683,44,23,6,manufacturing,0,0.0,0,1,524556.2226918986,0.1376526582909524,17,growth,1,0,1,1,1,1,3,1,472092.3987740022,17054.087350288108,0.07138537033762736,0.020579702156667698,0.15246407354615193,130447.53995087939,34867.258869435194,1,2,17,16099.131726924576,4573,3937,256,high,389,389,389,mobile,29,male,bachelor,employed,Eldoret,0,,67.7
304,SME_304,67125.03069424702,0.1675140144376186,0.4055141875180963,0.0,48642.83023551714,97,39,21,services,0,0.0,0,9,857771.6442876104,0.27344634653250866,5,startup,0,1,1,1,1,1,3,1,301645.9982818086,25806.97543573888,0.07024005247294454,0.0202284352537591,0.11021335253269895,6919.628406804626,27710.30518390131,4,25,1,8108.590166884738,4574,58268,318,low,4372,1399,1399,physical,29,male,phd,self-employed,Eldoret,1,low,27.6
305,SME_305,49370.15424291173,0.28969672428487747,0.1038945326653554,160.61116004428044,13332.809606625224,7,47,20,services,1,255381.95056089474,1,4,747192.0091458812,0.08629896293668214,17,mature,1,1,1,1,1,1,3,1,230763.4641743614,28406.396437405787,0.07155496363068083,0.02672925879002964,0.13649163539404863,193518.68155887473,15744.09758900465,4,4,26,7018.912873622379,3225,91841,215,high,3404,2968,2095,physical,43,male,master,self-employed,Mombasa,0,medium,60.0
306,SME_306,52361.011896832126,0.3676942989203753,0.06031917982577434,12934.93033072148,35804.67412449807,92,11,14,services,1,197287.44113521662,0,2,838544.709935909,0.06452114826627842,20,growth,1,1,1,1,1,1,2,1,357949.7036464062,35113.30352895022,0.08328140889651989,0.03536670273863372,0.17095720677471243,157861.96144759888,49327.74965237913,8,2,39,7217.100974457336,2095,37779,113,high,4834,970,970,online,47,female,highschool,self-employed,Mombasa,1,low,52.3
307,SME_307,103119.81437258844,0.1924706141395328,0.20549625306991584,883.7790211091734,19712.911774787262,1,46,20,transport,0,0.0,0,0,885931.6696718246,0.19115395541476393,23,mature,1,1,1,1,0,1,4,1,139517.63423066976,20497.25784872708,0.05111613280361702,0.048670748056309686,0.18365050359690613,199519.51670092947,42088.48516017326,5,27,6,44303.00009231803,1848,72745,192,medium,3565,865,865,physical,58,male,highschool,self-employed,Mombasa,1,low,51.9
308,SME_308,40596.55896681125,0.13717623668957285,0.40979332537647684,10780.166670989089,33854.09859755541,63,7,15,services,0,0.0,0,1,427827.4469756551,0.3546447015714927,12,growth,1,1,1,1,1,1,4,1,222015.88279455702,43625.16408649624,0.05075898780527305,0.04917813177857682,0.12076396688087582,153759.0073222338,7692.211140402374,18,46,40,26653.89452734121,1092,87608,173,medium,2680,2680,2257,mobile,56,male,none,self-employed,Eldoret,1,medium,50.8
309,SME_309,64799.386170457685,0.18741539539363852,0.27046172880046654,2690.090892343627,23799.084517461015,98,8,7,retail,0,0.0,0,6,359105.7583462122,0.35839521666714735,23,growth,1,1,1,1,1,1,3,1,65036.232489746384,23104.806206624253,0.10148331997441681,0.039415536403653285,0.18497931603336543,154146.46326633592,40505.20946871342,9,42,30,23471.301929032456,1197,83179,426,low,306,306,273,mobile,28,male,phd,employed,Other,1,medium,35.1
310,SME_310,46024.82387704514,0.21213587981116852,0.23031283828265725,0.0,49688.65513839658,39,2,7,agriculture,0,0.0,0,0,76470.91405047858,0.06822221620703861,28,startup,0,0,1,0,1,0,2,1,444955.1748528619,6861.7983665623515,0.10657458599375852,0.04481027973320794,0.14931867576497457,141378.86601587097,6889.241443878428,18,29,40,35223.38809062402,2600,17266,119,low,405,405,405,online,55,male,phd,self-employed,Nairobi,1,medium,57.7
311,SME_311,45766.14972815503,0.12755326621099658,0.30665381962734106,2258.26822378569,36445.106789537494,19,20,18,agriculture,0,0.0,0,1,931881.7894389057,0.15627421167802802,5,growth,1,1,1,1,1,1,4,0,241365.68289483525,8015.094193691659,0.06428890489275076,0.047020981518340346,0.1088054051857169,87532.98947888681,13139.638786529202,18,22,33,15988.386408016131,106,74572,9,low,1575,384,384,physical,54,male,master,self-employed,Other,0,low,56.2
312,SME_312,91010.75640182645,0.27566479491386253,0.03814388507105221,0.0,47624.565021716226,31,30,23,beauty,0,0.0,0,9,84506.55757938106,0.4433895780053542,3,growth,0,1,1,0,0,1,4,1,391471.3365902341,48720.80148399944,0.09157139454567864,0.04517414087575655,0.13048768545184908,66414.32287335774,47919.93841613114,15,17,6,41111.22305450261,2827,15879,209,medium,4004,1290,1290,physical,21,female,phd,self-employed,Kisumu,1,low,61.3
313,SME_313,76225.36816788319,0.16610495314339813,0.37420584806625484,464.3404358771075,41748.477474059284,77,47,2,services,1,308442.42293470417,1,6,746312.805063061,0.13115816780667888,23,growth,1,1,1,1,1,1,4,1,462584.66030257026,32991.92570599583,0.06512054589304081,0.036311218451754015,0.11863907178635072,107411.48412877678,43625.33148638062,11,4,24,9859.777427629968,2318,54486,212,low,1436,517,508,mobile,57,female,master,self-employed,Kisumu,1,high,71.7
314,SME_314,75668.7017030532,0.1848420162363976,0.3575152547105466,7418.710307898444,45145.05055816855,24,46,20,agriculture,1,117050.51119953717,0,0,390546.1383762754,0.36197390823843134,13,growth,1,1,1,1,1,1,3,1,343756.9128029746,27091.761725989025,0.10139493889784143,0.041125207657321375,0.2439108956692796,39756.32595088655,30694.168199991378,8,21,28,40133.17643149216,212,26682,265,medium,1018,855,470,physical,42,male,none,self-employed,Mombasa,1,low,33.1
315,SME_315,105204.83783368353,0.1966146976438123,0.2386037288856418,0.0,40720.95986073375,69,23,15,manufacturing,0,0.0,0,6,949805.1590092026,0.2976010564393756,18,startup,0,1,1,1,1,1,2,1,219086.0152782689,44135.628181838096,0.0794362049906577,0.020109237217504718,0.15587335398580862,145874.07364401562,35257.280223357964,2,44,7,2802.3644577314544,356,76527,61,medium,4670,1106,1106,online,31,female,bachelor,employed,Nairobi,1,low,42.1
316,SME_316,50233.60324428216,0.1795110627430119,0.4508886767694625,8729.90809084275,22957.95651879557,87,3,1,beauty,0,0.0,0,7,431209.98051544646,0.3190858109671274,23,mature,1,1,1,1,1,1,3,1,328787.81769548793,37259.81104898065,0.10759283695134472,0.0394421339934445,0.18711217718910123,199477.2303627969,5390.86401942584,16,0,12,7841.971528211333,4816,9610,85,low,856,856,588,online,40,male,phd,employed,Mombasa,0,medium,44.7
317,SME_317,69939.76630963851,0.20872583503287284,0.1308755851570442,97445.48490984163,12589.422667344219,83,19,21,services,0,0.0,0,1,820276.1843276221,0.15541442011668458,13,growth,1,1,0,0,1,1,2,1,212148.97153510287,13162.646007333191,0.11639776541361821,0.03277591236059102,0.2100115868204114,122182.22797073516,17286.318985875107,9,26,2,44632.72707728455,2038,59734,434,high,1605,1605,1605,physical,48,female,bachelor,self-employed,Other,1,low,56.4
318,SME_318,44300.70905055743,0.10679227694171536,0.46918634898803535,1348.2730845237359,18516.00877252611,65,15,17,manufacturing,0,0.0,0,3,297001.7355204031,0.158373973645035,33,mature,1,1,1,0,1,1,1,1,305291.2876605905,5328.153702134226,0.08888163687728562,0.0393413664537352,0.1545348409969178,172009.21768354732,16798.806247809778,17,13,39,5450.418738551815,925,89331,44,low,1034,1034,1034,online,55,male,none,self-employed,Mombasa,0,low,44.3
319,SME_319,57684.39547925819,0.11091887722377786,0.32317404983928766,0.0,1011.8116319975223,33,9,20,services,1,180907.38838069027,1,6,313106.94289896975,0.10893838022954334,3,startup,0,1,1,1,1,0,2,1,244474.3956721358,49195.86362562526,0.11304672625189428,0.04083223355807801,0.19716284620304475,38604.109753686,2600.774835770726,6,40,31,12277.869542010494,1179,43555,200,low,4554,1283,1283,physical,56,male,phd,self-employed,Kisumu,0,medium,56.0
