sme_id,business_name,revenue,profit_margin,debt_ratio,collateral_value,marketing_spend,employee_count,staff_count,age_of_business,sector,previous_funding_received,previous_funding_amount,default_history,loan_applications_count,funding_requested_amount,expected_roi,project_duration_months,business_stage,collateral_offered,business_registration_uploaded,tax_clearance_uploaded,financial_statements_uploaded,tax_registered,tax_paid_last_year,licenses_required,licenses_up_to_date,total_payroll,cost_per_hire,nssf_contribution_percent,nhif_contribution_percent,staff_turnover_rate,bank_balance,m_pesa_balance,pending_invoices,paid_invoices,late_payments,campaign_spend,clicks,impressions,conversions,target_segment,total_customers,active_customers,repeat_customers,channels_used,owner_age,owner_gender,education_level,employment_status,location,eligible_for_funding,default_risk,business_health_score,probability_score,liquidity_months,liquidity_score,debt_management_score,revenue_stability_score,financial_health_score,revenue_per_employee,employee_productivity_score,payroll_ratio,payroll_efficiency_score,invoice_completion_rate,invoice_mgmt_score,staff_retention_score,operational_efficiency_score,documentation_score,tax_compliance_score,license_compliance_score,compliance_health_score,customer_growth_rate,customer_retention_rate,market_expansion_score,marketing_roi,marketing_conversion,market_effectiveness_score,maturity_score,funding_track_score,growth_potential_score,comprehensive_health_score,health_category,liquidity_risk,debt_risk,profitability_risk,compliance_risk,growth_stagnation_risk,total_risk_flags
385,SME_385,38837.45182126961,0.152295789678811,0.2088791568569539,5762.801665447527,20638.15363743968,48,45,24,transport,0,0.0,0,2,401119.8740273368,0.0,22,growth,1,1,1,0,1,1,4,1,363829.9954693631,49283.96340108107,0.0936824354452852,0.0273676442147528,0.0721055330050347,149417.4021581379,16883.463881741856,14,45,2,43827.79606238302,4724,43667,190,high,756,756,756,physical,43,female,none,self-employed,Mombasa,1,low,46.8,4.56887369036433,51.383659300367555,25.0,19.778021078576153,15.29753859182877,64.64443336076926,809.1135796097836,0.48546814776587016,9.368019229060465,0.0,0.7627118644067796,19.06779661016949,18.557889339899308,38.11115409783467,20,35,30,85,1.0,1.0,30.0,1.881827827408678,0.04022015241320914,11.187549837494066,25.0,10,76.18754983749406,64.4,Stable,0,0,0,0,0,0
386,SME_386,53139.86222652634,0.0969053265709951,0.2393457010964965,19969.08747661749,38212.281042619004,72,25,15,tech,1,472754.8705549693,0,5,320132.5228777863,0.2128085888209964,8,startup,1,1,1,1,1,1,4,1,297423.5903357114,42685.8915500784,0.1195818162176458,0.0309624540463497,0.2849541080116781,48373.70603484638,4636.318243569811,4,3,12,47876.03984891196,13,80845,234,medium,3631,1103,1103,online,41,male,none,employed,Eldoret,0,low,62.5,2.907159797129853,11.97068010130173,25.0,19.016357472587586,15.751427515509079,62.674944785226515,738.053642035088,0.44283218522105283,5.59699588734055,0.0,0.42857142857142855,10.714285714285714,14.300917839766438,25.458035739273203,30,35,30,95,0.3037730652712751,1.0,19.556595979069126,1.3906487855895928,18.0,25.0,25.0,20,89.55659597906913,65.2,Stable,0,0,0,0,0,0
387,SME_387,58189.96127757024,0.1338719500055963,0.1970581296367373,2873.8335499447608,29127.691852099702,65,27,19,tech,0,0.0,0,0,152535.96991206487,0.1696684525674868,30,growth,1,0,1,1,0,1,2,1,185348.1916043418,41497.51065219088,0.0879813346170338,0.0216703201005506,0.134714266775365,128564.150383506,22085.41788595416,9,5,1,41904.36984439023,3398,9450,316,high,1696,929,929,online,31,female,none,self-employed,Eldoret,0,low,44.0,4.016158500167888,31.067125317547685,25.0,20.073546759081566,15.882850622096672,64.97255588134612,895.2301735010806,0.5371381041006483,3.1852262406606147,0.0,0.35714285714285715,8.928571428571429,17.3057146644927,26.771424197164777,20,15,30,65,0.5477594339622641,1.0,23.21639150943396,1.9977539440144672,0.09299587992937022,12.37357142828828,25.0,10,70.58996293772225,56.6,At Risk,0,0,0,0,0,0
388,SME_388,163694.38202696384,0.0853036799012186,0.0850993065390521,0.0,3550.3390111294275,90,44,8,services,0,0.0,0,7,265823.06252728024,0.0,15,mature,0,1,1,0,1,1,2,1,434944.7461335989,13691.458239902217,0.0809659311964648,0.023302747770891,0.1351750023655335,72494.97004945789,27491.04522329687,11,14,40,8984.084894068512,1953,53532,489,low,4235,86,86,online,35,male,phd,self-employed,Nairobi,1,low,48.3,2.559110397036558,7.32970898827438,25.0,22.8725173365237,17.380120167993294,67.81174790155356,1818.826466966265,1.0912958801797588,2.657053594313057,0.0,0.56,14.000000000000002,17.29649995268933,32.38779583286909,20,35,30,85,0.020306965761511215,1.0,15.304604486422669,46.10669051992578,0.250384024577573,25.0,20.0,10,70.30460448642268,62.9,Stable,0,0,0,0,0,0
389,SME_389,82487.89966298008,0.212313888778735,0.3218754705323076,0.0,44605.60078455407,51,13,9,services,0,0.0,0,4,688636.7565100681,0.2422422822177636,31,startup,0,1,1,1,1,1,3,1,243690.36383764195,45282.44189440508,0.1145604295346112,0.046472043331216,0.1432089254936288,163225.84193341833,29419.33451563051,16,44,44,29586.871064378924,2775,20819,333,low,2875,647,647,mobile,20,female,phd,employed,Eldoret,1,low,49.3,6.36941666336205,28.025227055527488,25.0,16.95311323669231,16.38798384878485,64.71051374883922,1617.409797313335,0.970445878388001,2.9542558949044047,0.0,0.7333333333333333,18.333333333333332,17.135821490127423,36.43960070184876,30,35,30,95,0.22504347826086957,1.0,18.375652173913043,1.8492722485994137,0.12,12.270636103042207,22.5,10,63.14628827695525,63.4,Stable,0,0,0,0,0,0
390,SME_390,40765.03887406975,0.2224674534306626,0.3877949154774507,0.0,1539.1551118820068,43,8,5,retail,1,460155.2471922158,0,7,398209.9459673007,0.0818803725493621,22,growth,0,1,1,1,1,1,1,1,185315.60396145197,30017.55798325879,0.0854468128354191,0.0231772411520687,0.1556358718955748,38358.5966055438,37189.567619814654,8,44,31,22237.774020316243,1660,86552,388,low,1573,1573,396,online,49,female,none,self-employed,Nairobi,0,low,60.5,6.674023602919878,22.239104775660277,25.0,15.305127113063733,15.367660601918832,62.346811317902436,948.0241598620872,0.5688144959172523,4.545944492630656,0.0,0.8461538461538461,21.153846153846153,16.887282562088505,38.60994321185191,30,35,30,95,1.0,0.2517482517482518,18.776223776223777,26.485335077258178,0.23373493975903614,25.0,12.5,20,76.27622377622377,65.7,Stable,0,0,0,0,0,0
391,SME_391,37583.65681406651,0.0207668496433334,0.3772325394114558,161.9377514257442,37419.81781048716,49,25,5,agriculture,1,292438.299783342,0,9,639898.4557261846,0.1619478754412511,19,growth,1,1,1,0,1,1,1,1,395750.16549043416,46259.53948224977,0.1157459311330705,0.021675187690702,0.1709562988673879,33178.10210992053,45006.16601069568,4,17,32,24063.233099376423,4888,90344,193,low,1333,695,695,online,55,male,bachelor,self-employed,Nairobi,0,medium,45.6,0.623005489300002,24.963276513749143,25.0,15.569186514713607,15.250034193007306,56.442226197020915,767.0134043687043,0.46020804262122256,10.529847253775369,0.0,0.8095238095238095,20.238095238095237,16.580874022652242,37.2791773033687,20,35,30,85,0.5213803450862715,1.0,22.820705176294073,1.0043784019582649,0.039484451718494275,7.5456066630794565,12.5,20,62.86631183937353,58.6,At Risk,0,0,1,0,0,1
392,SME_392,62887.97276022854,0.0849342397865313,0.4229887878952851,2963.996481964756,37939.70713521564,25,1,6,tech,0,0.0,0,3,545577.7043203578,0.1745600430488835,25,mature,1,1,1,0,1,1,3,0,115635.1405974758,34326.97973540365,0.1025286484227587,0.0379480364462827,0.1032754977929354,24771.806280035576,25508.097828434416,8,16,31,21411.921205941693,1448,5559,44,high,3990,2348,2348,mobile,43,male,highschool,self-employed,Kisumu,0,low,36.2,2.548027193595939,9.59418506940988,25.0,14.425280302617871,15.995247178700806,57.968554674914614,2515.518910409142,1.509311346245485,1.8387481027311074,0.0,0.6666666666666666,16.666666666666664,17.93449004414129,36.11046805705344,20,35,0,55,0.5884711779448621,1.0,23.827067669172934,1.6575766527690436,0.03038674033149171,10.229947852546582,15.0,10,59.057015521719514,52.1,At Risk,0,0,0,0,0,0
393,SME_393,34696.43764191094,0.0452429521436944,0.3486510315022302,274.4549837783143,47655.55426409652,74,10,23,services,1,214347.26001145368,0,3,558071.8810605156,0.0153810625542927,20,startup,1,1,1,1,1,0,1,1,142254.07188083592,42537.52018963449,0.0617522820398242,0.0314820407278117,0.2258379634959249,111100.41335971218,8026.879527507242,4,32,41,3377.85427344664,3889,31644,305,high,317,317,317,physical,58,male,highschool,self-employed,Nairobi,0,medium,43.4,1.357288564310832,41.20098810720156,25.0,16.283724212444245,15.134323584289572,57.77533636104465,468.8707789447424,0.28132246736684546,4.099961885107267,0.0,0.8888888888888888,22.22222222222222,15.483240730081501,37.98678541967057,30,20,30,80,1.0,1.0,30.0,0.7280670255062185,0.07842633067626639,6.646429535527233,25.0,20,81.64642953552723,62.0,Stable,0,0,1,0,0,1
394,SME_394,157813.0611209277,0.1044983245915171,0.2200911752674644,0.0,2706.720420116037,76,16,3,retail,0,0.0,0,4,263578.5667888401,0.026565066601118,22,mature,0,1,1,1,1,1,1,1,163746.39468900982,12448.657278417266,0.0617225965042365,0.0321778796059363,0.1171850035437291,29034.738299499404,20767.013110997923,13,35,24,42295.08655261821,4206,95473,87,low,321,321,188,physical,57,male,master,employed,Kisumu,1,low,50.8,3.1349497377455133,3.7868919890479007,18.934459945239503,19.49772061831339,17.327151065578654,58.89428136687706,2076.487646327996,1.2458925877967977,1.0375972275421206,0.0,0.7291666666666666,18.229166666666664,17.656299929125417,37.131359183588884,30,35,30,95,1.0,0.5856697819314641,23.785046728971963,58.30416024798094,0.020684736091298145,25.0,7.5,10,66.28504672897196,62.2,Stable,0,0,0,0,0,0
395,SME_395,96203.70989881428,0.1441593421146747,0.4259495796646783,0.0,29842.843039224543,41,33,5,beauty,1,364544.0530772651,0,4,531112.1721128179,0.254537558677868,9,growth,0,1,1,1,0,1,4,0,245696.4398824262,36793.4658619681,0.072258163794741,0.023608195159463,0.0645472641081262,13141.95289417922,8613.100530558662,6,42,2,48918.342411440535,3662,63464,130,high,4290,3511,1646,mobile,51,male,master,employed,Mombasa,1,medium,51.5,4.324780263440241,2.713623428570837,13.568117142854186,14.351260508383042,16.610653245464924,48.8548111601424,2346.4319487515677,1.4078591692509406,2.5539185561642714,0.0,0.875,21.875,18.709054717837475,41.991913887088415,30,15,0,45,0.8184149184149184,0.46881230418684133,19.308408339026396,3.223677776690612,0.0354997269251775,14.939558499545482,12.5,20,66.74796683857187,49.9,At Risk,0,0,0,1,0,1
396,SME_396,42081.16561671667,0.0485248346211028,0.0963723690237097,0.0,21392.028531352647,71,18,1,beauty,1,307833.64834928006,0,5,43122.81958593775,0.1396181841779215,3,growth,0,1,1,1,1,1,2,1,59151.33813132584,16576.3461559603,0.0547366209597964,0.0213250746282602,0.081145300807252,69828.92797425087,9932.854612368285,8,24,12,10486.62636341652,322,1320,22,medium,2960,1585,1585,online,51,female,master,self-employed,Other,0,low,51.8,1.455745038633084,22.745125450118405,25.0,22.590690774407257,15.413659155060955,64.46009496810129,592.6924734748827,0.3556154840849296,1.405648756740428,0.0,0.75,18.75,18.37709398385496,37.482709467939884,30,35,30,95,0.535472972972973,1.0,23.032094594594597,1.967142365907074,0.06832298136645963,11.900837953238623,2.5,20,57.43293254783322,62.4,Stable,0,0,1,0,0,1
397,SME_397,32908.72270855021,0.085469813081228,0.1648992926231279,3551.9259669548887,16531.6477429771,64,38,11,transport,1,255658.0114081419,0,4,443108.86747842765,0.1607093382293843,5,startup,1,1,1,1,1,1,3,0,496299.0434488112,12600.598864181624,0.0879778594560408,0.0459718789520657,0.1493766857371562,160642.48370180023,1083.286378299396,11,27,6,31097.780099190066,867,32897,394,low,1843,1670,1670,physical,31,male,highschool,employed,Nairobi,0,low,52.6,2.5640943924368402,58.97248757263279,25.0,20.877517684421804,15.05774632015785,63.49935839701649,514.198792321097,0.3085192753926582,15.081078893404296,0.0,0.7105263157894737,17.763157894736842,17.012466285256874,35.084143455386375,30,35,0,65,0.9061313076505697,1.0,28.591969614758547,1.990649886822706,0.4544405997693195,17.77151616891145,25.0,20,91.36348578367,62.3,Stable,0,0,0,0,0,0
398,SME_398,108973.72501055662,0.0797229839542951,0.1553699892865133,433.3793748823685,4515.928014953652,61,17,21,manufacturing,1,315770.26059728727,1,4,581170.3667261167,0.2072841604635666,31,mature,1,1,1,1,1,1,2,1,320067.9287937256,30829.204810245225,0.1101819645264314,0.0316861439348899,0.1961718788152976,35434.3930012954,46555.8962190148,4,12,48,26828.48667137064,870,22021,293,high,78,78,78,mobile,29,male,phd,employed,Mombasa,0,high,51.1,2.3916895186288527,9.028630255122604,25.0,21.115750267837168,16.79108472389456,65.29852451036058,1786.4545083697806,1.0718727050218684,2.9371110216037826,0.0,0.75,18.75,16.076562423694046,35.89843512871592,30,35,30,95,1.0,1.0,30.0,24.130970345344412,0.3367816091954023,25.0,25.0,10,90.0,68.8,Stable,0,0,0,0,0,0
399,SME_399,47566.66496227137,0.164508713057926,0.4620084088708965,11160.086027199512,28132.705983565455,12,12,20,tech,1,112059.93717147448,0,7,198355.7089270271,0.0241783996795457,11,startup,1,1,1,1,1,1,1,1,486823.7480948333,32123.350121050204,0.0780017239926805,0.0233032159527042,0.1900261878450122,74788.6017131486,37517.73561323893,6,31,24,44824.75750462512,216,73955,439,medium,3471,207,207,mobile,31,male,phd,self-employed,Nairobi,0,medium,56.7,4.93526139173778,28.332363620312496,25.0,13.449789778227588,15.591038314700892,58.97608948466626,3963.8887468559474,2.3783332481135684,10.234557089107868,0.0,0.8378378378378378,20.945945945945947,16.199476243099756,39.52375543715927,30,35,30,95,0.059636992221261884,1.0,15.894554883318929,1.690795936589208,2.0324074074074074,25.0,25.0,20,85.89455488331893,66.7,Stable,0,0,0,0,0,0
400,SME_400,100231.90352506166,0.1548541035925375,0.4414182771210113,346.98837019859263,23952.03628373068,81,4,1,services,0,0.0,0,5,271427.3361239723,0.1592294563769777,27,mature,1,1,1,1,1,1,1,1,413353.9692546263,27077.801335304102,0.0953821647179365,0.026007640709556,0.2140127330765613,89968.91670635196,5913.526264443452,4,47,12,35205.08814670283,512,4282,418,medium,1569,832,832,online,32,female,none,employed,Nairobi,1,low,47.6,4.645623107776125,11.479272319335484,25.0,13.964543071974717,16.670033163678685,60.28019934342953,1237.4309077168107,0.7424585446300864,4.123976046721218,0.0,0.9215686274509803,23.03921568627451,15.719745338468773,39.50141956937337,30,35,30,95,0.5302740599107711,1.0,22.95411089866157,4.1846923717773326,0.81640625,25.0,2.5,10,60.45411089866157,62.1,Stable,0,0,0,0,0,0
401,SME_401,33376.90519671551,0.0994783712663922,0.3730957855567492,4891.091096540426,5227.722907551213,69,49,7,manufacturing,1,474599.7744599498,0,1,235140.399419307,0.1889380921451185,14,growth,1,1,1,1,0,1,3,0,110439.498412733,9006.83622951309,0.1187037615686292,0.0230872801969746,0.0870608653759856,175814.1777610393,46085.21538763868,19,18,27,37483.09355581369,1963,5312,448,high,956,956,956,physical,34,female,master,self-employed,Other,0,medium,40.4,2.9843511379917658,79.77949729282183,25.0,15.67260536108127,15.078195831268811,58.73515233034185,483.72326372051464,0.2902339582323088,3.3088597568237366,0.0,0.4864864864864865,12.162162162162163,18.25878269248029,30.71117881287476,30,15,0,45,1.0,1.0,30.0,6.384597230374252,0.228222109016811,23.41729539141674,17.5,20,90.91729539141674,55.4,At Risk,0,0,0,1,0,1
402,SME_402,40507.92511438798,0.1623774610497578,0.4607894797817695,879.1750248968215,30624.47535485417,14,22,15,beauty,1,446640.5406421744,0,3,89146.7961601157,0.3764535124078162,9,mature,1,1,0,0,1,1,2,1,144080.624798125,16013.706080113534,0.0635614038611691,0.034342741011908,0.2157865775887549,97890.85533970708,43647.55852612831,16,30,11,47595.210274098245,1647,72990,261,low,1430,578,578,mobile,49,male,phd,self-employed,Kisumu,0,medium,54.2,4.871323831492734,41.92910304820204,25.0,13.480263005455761,15.358501286758663,58.710088123707166,2893.4232224562843,1.7360539334737706,3.5568502803158664,0.0,0.6521739130434783,16.304347826086957,15.684268448224902,33.72467020778563,10,35,30,75,0.4041958041958042,1.0,21.062937062937063,1.3227304188891915,0.15846994535519127,10.804483163951932,25.0,20,76.867420226889,59.4,At Risk,0,0,0,0,0,0
403,SME_403,49904.61789919145,0.1117323940788914,0.1681075826382017,1722.417964991054,36897.65601264693,34,23,17,retail,1,167503.5152004384,0,3,360900.1747172882,0.1079708349335864,9,startup,1,1,1,1,1,1,4,1,65502.17542404028,15595.289964161528,0.0750646057436617,0.044105141019189,0.1748974837382561,104831.30547696292,45584.61087112715,10,14,7,33173.82956983462,610,53082,325,medium,723,723,723,online,32,male,master,self-employed,Nairobi,1,low,57.6,3.351971822366742,36.168817078676106,25.0,20.79731043404496,15.66049699016306,64.80977924657476,1467.7828793879837,0.8806697276327903,1.3125473790092188,0.0,0.5833333333333334,14.583333333333334,16.50205032523488,31.966053386201004,30,35,30,95,1.0,1.0,30.0,1.3525145847228424,0.5327868852459017,16.54665119996678,25.0,20,91.54665119996679,68.0,Stable,0,0,0,0,0,0
404,SME_404,50787.300086119496,0.1309841422771762,0.352289267979147,6351.244913601156,38363.915052682416,48,28,8,beauty,0,0.0,0,4,979386.4511229008,0.2788879581124212,6,startup,1,1,1,1,0,1,2,0,425205.7148571285,19116.592700609464,0.0517492859718838,0.0318045981178027,0.1340090574542382,54651.82740335613,5768.38318302626,4,43,49,22677.87943514396,1678,17772,167,low,4647,3544,2729,mobile,20,male,highschool,self-employed,Nairobi,1,low,40.9,3.9295242683152853,14.276059680415017,25.0,16.192768300521326,15.68587778789718,60.8081703567338,1058.0687517941562,0.6348412510764938,8.37228429422536,0.0,0.9148936170212766,22.872340425531913,17.319818850915237,40.827000527523644,30,15,0,45,0.7626425650957607,0.7700338600451467,22.99014637711361,1.3238299588656928,0.09952324195470799,9.925015318032465,20.0,10,62.915161695146075,53.1,At Risk,0,0,0,1,0,1
405,SME_405,42329.80680885998,0.2671416463208976,0.2812238357425253,6517.030449169442,45268.65941312137,61,47,2,retail,0,0.0,0,5,366802.7983343379,0.1998205402316416,33,growth,1,1,1,0,1,1,2,1,317055.9263426551,33262.943149886385,0.0662325793922483,0.0385968751933692,0.1126646707525725,135365.88013735425,4914.7617929409935,3,22,24,2595.303543473632,4837,11364,473,high,1304,869,869,mobile,37,female,bachelor,employed,Kisumu,1,low,23.9,8.014249389626928,39.767904227977716,25.0,17.96940410643687,15.422187370499767,66.40584086656357,693.9312591616391,0.4163587554969834,7.490134027171903,0.0,0.88,22.0,17.74670658494855,40.163065340445534,20,35,30,85,0.6664110429447853,1.0,24.99616564417178,0.9350797518114807,0.09778788505271863,8.068303686179416,5.0,10,48.064469330351194,59.9,At Risk,0,0,0,0,0,0
406,SME_406,67601.36134527209,0.2438322736253243,0.4270323155827371,22146.917706642467,20473.53709443886,81,46,13,retail,0,0.0,0,4,471325.8894002361,0.0864409920278376,12,growth,1,0,1,1,1,1,3,1,146779.27260781365,24709.427130028304,0.1045593645945843,0.0402633768762304,0.1038157014669829,10004.167112049652,4319.027922201649,0,39,24,45318.20987027601,899,72749,254,high,1042,1042,800,mobile,58,male,master,employed,Eldoret,1,low,55.4,7.314968208759729,2.5425277981186167,12.712638990593083,14.324192110431571,16.099871721584236,50.45167103136862,834.5847079663221,0.5007508247797933,2.1712472898014963,0.0,1.0,25.0,17.92368597066034,43.42443679544013,20,35,30,85,1.0,0.7677543186180422,26.516314779270633,3.3018897044240765,0.2825361512791991,18.828586192264854,25.0,10,80.34490097153548,61.6,Stable,0,0,0,0,0,0
407,SME_407,36277.70739319841,0.0590293134150681,0.2827163651171703,2634.9499078543777,47653.63843110685,35,7,12,beauty,1,278478.0774015581,0,5,660025.5059372477,0.1367058803251109,25,growth,1,1,1,0,1,1,4,1,486538.1598574436,48577.33047294412,0.0959613158011736,0.0413622390656327,0.1766783522178528,193065.7805962656,48379.19059606893,0,26,29,29486.36812750064,2987,43579,34,high,4266,2245,1579,physical,31,female,none,self-employed,Other,0,low,43.2,1.770879402452043,79.86556655592926,25.0,17.932090872070745,15.198838249184414,59.901808523707196,1036.5059255199546,0.6219035553119728,13.411491376344886,0.0,1.0,25.0,16.466432955642944,42.08833651095492,20,35,30,85,0.5262541022034692,0.7033407572383074,18.44392289162665,0.7612788569260103,0.011382658185470372,5.831141557188163,25.0,20,69.27506444881482,62.3,Stable,0,0,0,0,0,0
408,SME_408,47062.23524360325,0.2080812692515422,0.2422585667384878,4720.52968860391,43271.47025413431,65,25,5,manufacturing,0,0.0,0,7,655527.796145725,0.2866264361627723,28,growth,1,1,0,1,1,1,2,1,381532.5387080593,5712.982010824326,0.1048665813833951,0.0381659256049336,0.1534603682096085,102133.4552459635,33363.02995213493,13,0,31,34115.81899114012,2633,34349,396,low,2274,1818,724,physical,28,female,bachelor,self-employed,Other,1,low,54.8,6.242438077546265,34.54909895292708,25.0,18.943535831537805,15.57560480042338,65.76157870950745,724.0343883631269,0.43442063301787615,8.10697870029277,0.0,0.0,0.0,16.93079263580783,17.365213268825705,20,35,30,85,0.7994722955145118,0.39823982398239827,17.96568179245365,1.0876042567355741,0.15039878465628562,9.616152968265574,12.5,10,50.081834760719225,54.4,At Risk,0,0,0,0,0,0
409,SME_409,52429.87901933705,0.2067977588144114,0.3811362777841485,1545.9501998846454,14825.078551196952,59,14,13,beauty,0,0.0,0,3,950897.0804182516,0.2776995486597754,25,startup,1,1,0,0,1,1,2,0,367483.47144414095,14715.653764243987,0.0797719466278506,0.0366226399856522,0.0591385292879082,17053.584134247052,9721.122025273937,8,21,35,25264.85194477876,3016,28946,24,low,396,23,23,physical,23,male,bachelor,employed,Nairobi,1,low,59.9,6.203932764432341,6.128117781766235,25.0,15.471593055396287,15.731955990788231,62.40748181061686,888.6420172768992,0.5331852103661395,7.009046717590301,0.0,0.7241379310344828,18.103448275862068,18.817229414241837,37.45386290047004,10,35,0,45,0.05808080808080808,1.0,15.871212121212121,3.5365666925996795,0.007957559681697613,15.24106830375586,25.0,10,66.11228042496798,53.4,At Risk,0,0,0,1,0,1
410,SME_410,63655.354167320416,0.0696215697873167,0.4314253750786849,3916.62198962232,7964.151867472924,36,0,6,retail,0,0.0,0,2,860412.8575911428,0.1479720339743124,31,growth,1,1,1,1,1,1,1,1,0.0,30803.33269669915,0.1014943462965738,0.0343515478215966,0.1349622068663919,114038.23698239317,46528.81478263812,0,7,31,19681.161259239023,1211,21760,213,medium,4482,329,329,physical,46,female,phd,employed,Other,1,medium,36.2,2.088647093619501,30.26932528119629,25.0,14.214365623032876,16.012804712157646,57.31581742881002,1768.204282425567,1.0609225694553401,0.0,25.0,1.0,25.0,17.300755862672162,68.3616784321275,30,35,30,95,0.07340473003123606,1.0,16.10107095046854,7.992734848176453,0.17588769611891,24.60248556430156,15.0,10,65.7035565147701,69.3,Stable,0,0,0,0,0,0
411,SME_411,71166.46175601971,0.2073144350628402,0.1997482207729797,0.0,21769.46980640067,79,27,15,manufacturing,0,0.0,0,8,798071.6733630492,0.2343724713887745,10,startup,0,1,1,1,1,1,1,1,191018.1337522928,44570.27717180083,0.0919689960353064,0.0342081453331023,0.1287044297065033,105226.52277821448,22715.086946704258,7,4,24,25194.37320931867,3629,20497,80,medium,3390,3390,2869,online,47,male,bachelor,self-employed,Eldoret,1,low,47.6,6.219433051885206,21.573354622609987,25.0,20.006294480675507,16.174270418087588,67.3999979506483,900.8412880508823,0.5405047728305293,2.68410328459438,0.0,0.36363636363636365,9.090909090909092,17.425911405869932,27.057325269609553,30,35,30,95,1.0,0.8463126843657817,27.694690265486727,3.2690948557275066,0.02204464039680353,14.844687877839352,25.0,10,77.53937814332608,64.9,Stable,0,0,0,0,0,0
412,SME_412,35885.09201575554,0.2576552342888787,0.2908386492971436,2572.247292869107,20094.93539779833,19,48,23,tech,0,0.0,0,2,952594.6812627444,0.0962985303216639,21,startup,1,1,1,1,1,1,4,1,350590.4787376297,6525.822229773296,0.0729892808937208,0.0299879634113481,0.2091037291862721,51936.98548285396,39486.90185212888,12,23,25,2425.197622300218,794,30598,461,low,4381,1728,1468,mobile,43,female,none,self-employed,Nairobi,1,low,43.2,7.729657028666361,30.572212202719513,25.0,17.729033767571412,15.183086122260152,65.64177691849792,1888.6890534608178,1.1332134320764906,9.769808548455195,0.0,0.6571428571428571,16.428571428571427,15.817925416274559,33.37971027692248,30,35,30,95,0.394430495320703,0.8495370370370371,18.659512985366103,1.7857779239084905,0.5806045340050378,18.954339617409843,25.0,10,72.61385260277595,64.8,Stable,0,0,0,0,0,0
413,SME_413,33636.94414227449,0.071421863562891,0.141233904953752,199.21293421907956,28785.96526656021,42,46,22,manufacturing,0,0.0,0,7,246150.07777350815,0.1823441946783734,31,mature,1,1,1,1,1,0,2,0,317098.2417794995,44762.498205396274,0.0788682616386955,0.0351362561773473,0.1674083747230411,45717.87440732364,32173.22348780644,8,32,7,39895.61999528748,1898,53104,322,high,2478,818,818,mobile,23,female,phd,self-employed,Kisumu,0,low,68.9,2.14265590688673,27.787695897346698,25.0,21.4691523761562,15.089430391339018,63.701238674381955,800.879622435107,0.4805277734610642,9.427082330614402,0.0,0.8,20.0,16.65183250553918,37.13236027900024,30,20,0,50,0.3301049233252623,1.0,19.951573849878933,1.1685188886595899,0.1696522655426765,10.285227930418504,25.0,10,65.23680178029744,54.6,At Risk,0,0,0,0,0,0
414,SME_414,103120.69602331598,0.0857748025290015,0.0,4901.0578301160685,29169.3116163874,69,45,21,retail,1,457489.6706339805,0,9,624713.1107293568,0.1570406875241695,8,growth,1,1,0,1,1,1,2,1,341277.59441083693,27827.30587746688,0.0878931330942181,0.0343717187578913,0.1288287669382923,57799.33733658079,32833.08495568653,14,11,4,7898.532478526659,2075,78239,67,low,4636,1123,689,mobile,47,male,bachelor,self-employed,Kisumu,1,low,68.0,2.573244075870045,10.54675840494036,25.0,25.0,16.71116561428774,69.28440969015779,1494.502840917623,0.8967017045505739,3.3094966148567577,0.0,0.44,11.0,17.423424661234154,29.32012636578473,20,35,30,85,0.2422346850733391,0.6135351736420303,12.836547880730539,3.5352461305731495,0.03228915662650603,15.603130905893726,25.0,20,73.43967878662426,63.3,Stable,0,0,0,0,0,0
415,SME_415,57917.47242824445,0.2212363026790451,0.3300689447120593,5150.464666194659,37499.34921899876,19,13,22,beauty,1,210109.4634086733,0,4,889452.8313877132,0.2931777265525128,31,growth,1,0,1,1,1,1,1,1,445470.2519658047,40346.75116558431,0.1169504353016255,0.0295827937234292,0.110432935053647,30297.74189051913,22546.72773643793,10,3,42,16633.11438455764,106,92386,354,medium,4605,2128,2128,mobile,39,female,bachelor,employed,Nairobi,0,medium,58.1,6.637089080371353,10.948917639821563,25.0,16.74827638219852,15.876055847629312,64.26142131019918,3048.288022539182,1.828972813523509,7.6914656888335395,0.0,0.23076923076923078,5.769230769230769,17.79134129892706,25.38954488168134,20,35,30,85,0.4621064060803475,1.0,21.93159609120521,1.5444927347939417,3.339622641509434,25.0,25.0,20,91.93159609120521,64.2,Stable,0,0,0,0,0,0
416,SME_416,38940.66392148257,0.1690046717577953,0.3913358034381948,1074.6386940158582,25494.49741028051,39,41,11,transport,0,0.0,0,8,631655.3951125398,0.246284257906977,26,startup,1,1,1,1,1,1,4,1,122180.4154265388,47689.32949670647,0.1151953469254791,0.0290344427020275,0.1634498509490641,108627.36833419515,20352.561532277945,3,14,1,4349.732365738063,4703,26938,373,high,1826,1826,896,physical,48,male,none,self-employed,Kisumu,1,medium,32.6,5.070140152733859,39.746604257145655,25.0,15.216604914045128,15.301380573653681,60.58812564043267,998.4785620892967,0.599087137253578,3.1376048357289306,0.0,0.8235294117647058,20.588235294117645,16.73100298101872,37.91832541238994,30,35,30,95,1.0,0.49069003285870755,22.360350492880613,1.5274144571204598,0.07931107803529662,10.461634435343102,25.0,10,67.82198492822371,63.2,Stable,0,0,0,0,0,0
