sme_id,business_name,revenue,profit_margin,debt_ratio,collateral_value,marketing_spend,employee_count,staff_count,age_of_business,sector,previous_funding_received,previous_funding_amount,default_history,loan_applications_count,funding_requested_amount,expected_roi,project_duration_months,business_stage,collateral_offered,business_registration_uploaded,tax_clearance_uploaded,financial_statements_uploaded,tax_registered,tax_paid_last_year,licenses_required,licenses_up_to_date,total_payroll,cost_per_hire,nssf_contribution_percent,nhif_contribution_percent,staff_turnover_rate,bank_balance,m_pesa_balance,pending_invoices,paid_invoices,late_payments,campaign_spend,clicks,impressions,conversions,target_segment,total_customers,active_customers,repeat_customers,channels_used,owner_age,owner_gender,education_level,employment_status,location,eligible_for_funding,default_risk,business_health_score,revenue_6m_ago,customers_6m_ago,marketing_spend_6m_ago,revenue_growth_6m,revenue_velocity,customer_growth_6m,customer_velocity,customer_retention_rate,customer_activation_rate,customer_acquisition_rate,cash_runway_months,debt_capacity,reinvestment_capacity,revenue_per_employee,operational_leverage,staff_stability,customer_base_growth,market_penetration_velocity,marketing_roi,marketing_efficiency,marketing_intensity,conversion_rate,marketing_growth_potential,has_funding_track,funding_growth_boost,composite_growth_score,predicted_6m_growth_rate,predicted_6m_revenue,current_revenue_category,predicted_revenue_category,will_jump_category,growth_stage
128,SME_128,40888.41182613457,0.228002518626821,0.5698087527526967,0.0,19897.652810066676,65,24,13,tech,0,0.0,0,8,41491.93158668835,0.3242318867604769,12,growth,0,0,1,0,1,1,3,1,373337.5401714424,8297.603357475073,0.1022160281407905,0.0475837898689501,0.0900104483912989,163480.70878522843,18486.634897391217,11,12,3,46408.933116008935,3634,70245,230,low,1408,1408,1408,physical,57,female,phd,self-employed,Other,0,medium,53.3,35869.033722914224,1316.0,15310.36768940237,0.13993625091756562,0.023322708486260935,0.06990881458966565,0.011651469098277608,1.0,1.0,15.333333333333334,53.40408264024926,0.4301912472473033,9322.660879009376,629.0524896328395,0.012581049792656791,0.9099895516087011,0.06990881458966565,0.011651469098277608,2.054936439812046,0.1116758787108286,0.4866330561987915,0.06329113924050633,0.9999999999999999,0,0.0,27.6,0.043,42646.613534658354,Small,Small,0,Stable
129,SME_129,51955.11214695706,0.200076692080887,0.189719844785513,0.0,15507.361054540102,62,30,20,agriculture,0,0.0,0,6,948831.7644921944,0.1073561100544217,12,growth,0,1,1,0,1,1,3,1,167060.48217937187,43439.31876552316,0.082124063160506,0.0366362462921341,0.1281498188002279,56793.46765238481,46962.198303141646,10,34,42,33229.26075352126,3088,26124,447,high,797,320,320,online,41,male,master,self-employed,Other,1,low,61.0,51276.21767783973,792.0,18532.427723628272,0.013239948261837662,0.0022066580436396104,0.006313131313131313,0.0010521885521885522,1.0,0.4015056461731493,0.8333333333333334,23.964301875522747,0.810280155214487,10395.006975054679,837.9856797896299,0.0167597135957926,0.8718501811997721,0.006313131313131313,0.0010521885521885522,3.3503516145802332,0.14702566727719332,0.2984761347579605,0.14475388601036268,1.0,0,0.0,30.6,0.112,57774.08470741625,Small,Small,0,Growing
130,SME_130,41646.63614276096,0.2002730007995554,0.5484312378085943,336.1031451152044,22566.836257704865,56,26,23,transport,1,463162.5849462732,0,3,36040.40875928112,0.3006443989903285,14,startup,1,1,1,0,1,1,4,1,238905.54514989269,37027.10094500895,0.1123648262424048,0.0410228390391508,0.1582334433645643,17565.703429458983,29574.175279805757,16,35,37,17646.748098866487,2389,96868,192,medium,4765,97,97,physical,49,male,bachelor,self-employed,Other,1,medium,48.7,36763.994821577646,4468.0,31829.596430612033,0.13281041260286483,0.022135068767144137,0.06647269471799463,0.011078782452999106,1.0,0.020356768100734522,49.5,13.58281476977111,0.45156876219140574,8340.696793517958,743.6899311207314,0.014873798622414629,0.8417665566354358,0.06647269471799463,0.011078782452999106,1.8454796085358127,0.10457316328205732,0.5418645621304866,0.08036835496023441,1.0,1,1.0,27.6,-0.017,40938.64332833402,Small,Small,0,Stable
131,SME_131,33564.0244291705,0.1806933017166809,0.26354082016787,4688.844005041939,19209.709246298877,67,33,11,beauty,0,0.0,0,2,827617.303840837,0.2156156830897241,5,growth,1,1,1,1,0,1,1,1,238186.81759737327,41217.12845165664,0.0520350572904443,0.0316123628942617,0.1920655062762016,111878.09966764809,41658.37092590614,16,36,49,17831.819111601115,2744,66458,14,low,2127,2127,2127,physical,56,male,bachelor,self-employed,Other,1,low,46.0,32340.052404414142,2087.0,18115.664758746665,0.037846940055956686,0.006307823342659447,0.019166267369429803,0.0031943778949049674,1.0,1.0,6.666666666666667,54.89322804572231,0.73645917983213,6064.794393006155,500.9555884950821,0.010019111769901641,0.8079344937237984,0.019166267369429803,0.0031943778949049674,1.7472427093417493,0.10105977575391181,0.57233033204456,0.00510204081632653,1.0,0,0.0,29.2,0.155,38766.44821569193,Small,Small,0,Rapid Growth
132,SME_132,51258.39683226634,0.1513731660385792,0.3003431904215256,1311.450054496887,21616.694993933263,17,7,23,tech,1,251922.41018643163,0,5,185754.84145602435,0.1605606897832419,5,growth,1,1,1,1,1,1,3,0,469504.8384195548,40825.70165034384,0.068158477472821,0.023668744328105,0.086939701990574,59415.21762673976,40050.082693303055,17,9,1,3980.338353335333,2694,33359,337,low,4856,1149,1149,physical,42,female,phd,self-employed,Kisumu,1,medium,51.6,48812.202735354505,4737.0,24274.279652206158,0.050114396807175166,0.008352399467862528,0.025121384842727464,0.004186897473787911,1.0,0.23661449752883032,19.833333333333332,23.28562104168603,0.6996568095784744,7759.145814562035,3015.1998136627262,0.06030399627325452,0.913060298009426,0.025121384842727464,0.004186897473787911,2.3712411562753712,0.1215280972190756,0.4217200757306147,0.1250927988121752,1.0,1,1.0,29.8,0.113,57050.59567431244,Small,Small,0,Growing
133,SME_133,36315.46888538354,0.1971002865176774,0.4605547740344894,49163.405188501376,48963.09328043213,8,18,4,services,1,443156.34953548026,0,8,404375.8240299873,0.3129421889428583,15,startup,1,1,1,1,1,1,4,1,54663.0555204059,21095.52499558884,0.0882043171645546,0.0407278911319345,0.1539620532881257,5952.288433217061,3272.8229377967173,14,28,18,49589.26391071563,2907,43054,490,low,4374,2599,1473,online,30,male,master,self-employed,Kisumu,0,low,49.7,31473.877037330083,4062.0,35642.68579660268,0.15382889887734552,0.02563814981289092,0.07680945347119646,0.012801575578532743,0.5667564447864564,0.5941929583904892,52.0,3.0483245804027344,0.5394452259655106,7157.789322332894,4539.433610672942,0.09078867221345885,0.8460379467118743,0.07680945347119646,0.012801575578532743,0.7416906582553854,0.05548562841627519,1.3482709925890308,0.16855865153078775,1.0,1,1.0,21.7,0.099,39910.70030503651,Small,Small,0,Growing
134,SME_134,62276.09897032384,0.1914269893618964,0.4907838632907985,0.0,4431.648737479038,60,40,21,services,1,48167.94514162695,0,2,826042.5289759346,0.2557152744540783,33,growth,0,0,1,1,1,0,4,1,215241.834578522,26699.58546673241,0.0726260386851139,0.0482746623714756,0.1558607194388231,102803.99118213584,14174.197110022122,5,33,17,44538.2810509218,4333,3512,344,medium,2689,130,130,mobile,33,male,master,self-employed,Eldoret,0,low,47.5,55923.491179384044,2544.0,4401.0110633137365,0.11359462109693279,0.0189324368494888,0.05699685534591195,0.009499475890985326,1.0,0.04834510970621049,24.166666666666668,22.540561832153504,0.5092161367092015,11921.326135092588,1037.9349828387305,0.020758699656774612,0.8441392805611769,0.05699685534591195,0.009499475890985326,14.052580125235707,0.27115494133939977,0.07116130924627813,0.07939072236325871,1.0,1,0.7734579708433602,31.3,0.036,64518.038533255494,Small,Small,0,Stable
135,SME_135,37409.235861452005,0.1252171502341283,0.2833781159581369,0.0,46111.54349193649,40,25,11,manufacturing,1,37385.25144400687,0,7,221813.50730609844,0.0924391752393996,29,growth,0,1,1,0,1,1,3,1,433590.5179132782,15514.45032457369,0.1019881987558199,0.0374339749442933,0.0768907551172181,179436.0907622736,24138.56785386236,7,23,10,2153.4449724047668,4940,96077,256,medium,3244,200,200,online,35,male,highschool,self-employed,Nairobi,1,low,48.9,35816.84157835467,3173.0,54923.45632162763,0.044459371986045514,0.007409895331007586,0.022376300031515917,0.0037293833385859862,1.0,0.06165228113440197,11.833333333333334,65.30194608735354,0.7166218840418631,4684.277907007376,935.2308965363002,0.018704617930726003,0.9231092448827819,0.022376300031515917,0.0037293833385859862,0.8112770258491508,0.059403213564517755,1.2326245759927883,0.051821862348178135,0.9999999999999999,1,0.9993588637433289,28.3,0.072,40102.70084347655,Small,Small,0,Growing
136,SME_136,126254.16746224544,0.1098478758972169,0.2417635419717691,0.0,24011.835673551333,81,27,9,manufacturing,0,0.0,0,5,868393.453414535,0.2363980603849647,8,startup,0,1,0,1,1,1,2,1,459730.4836020628,38970.34411172348,0.0981892701559463,0.0259594075173265,0.1719010191959847,130606.13563556295,46717.995724034095,10,26,34,43088.947621833584,2026,12013,18,low,4380,2724,2183,physical,58,male,bachelor,self-employed,Eldoret,1,low,63.1,122506.94377008562,4314.0,31161.211763345756,0.0305878473239232,0.0050979745539872,0.015299026425591099,0.0025498377375985167,0.8013950073421439,0.6219178082191781,11.0,16.85401455719456,0.7582364580282309,13868.752118899178,1558.6934254598202,0.031173868509196404,0.8280989808040153,0.015299026425591099,0.0025498377375985167,5.257997313437909,0.18338602159461684,0.19018647983031323,0.008884501480750246,1.0,0,0.0,31.1,0.105,139510.8550457812,Medium,Medium,0,Growing
137,SME_137,38607.63242080319,0.157129940668339,0.291611932721668,15288.519077936302,31187.11227497706,89,3,7,retail,0,0.0,0,3,507803.7603198634,0.2362984399738109,29,growth,1,1,1,1,1,0,2,1,190096.08039434865,28578.27809816987,0.051786701180577,0.0386975698957576,0.1438669862452506,8540.094586761956,4060.600734202997,12,8,10,6921.2069197380215,3559,56067,183,high,3564,2432,2291,physical,47,male,bachelor,self-employed,Kisumu,1,low,58.6,36867.34699981512,3482.0,25605.582094037327,0.0472039775738893,0.007867329595648216,0.023549684089603676,0.003924947348267279,0.9420230263157895,0.6823793490460157,13.666666666666666,3.916540185719933,0.708388067278332,6066.414991625846,433.7936227056538,0.008675872454113075,0.8561330137547494,0.023549684089603676,0.003924947348267279,1.2379354677149759,0.080555377467283,0.807796550046211,0.051418937903905594,1.0,0,0.0,23.4,0.092,42159.53460351708,Small,Small,0,Growing
138,SME_138,44123.5776223592,0.2584314106046631,0.3506936292348177,0.0,41509.148330884695,62,30,16,manufacturing,0,0.0,0,4,378830.39346293104,0.3007384127957788,11,growth,0,1,1,1,1,1,4,1,158879.59593392513,34250.25043951244,0.0920359100229974,0.0328679531367086,0.1785758461391561,78859.46599925935,10096.54017385166,16,8,32,11952.447151176017,844,46694,191,high,919,919,919,physical,59,male,bachelor,self-employed,Eldoret,1,medium,60.0,41356.88953732293,889.0,46862.57917238865,0.06689787641160586,0.011149646068600976,0.03374578177727784,0.005624296962879641,1.0,1.0,5.0,24.192781537651218,0.6493063707651823,11402.918405870634,711.6706068122451,0.014233412136244902,0.8214241538608439,0.03374578177727784,0.005624296962879641,1.0629844117887923,0.0724153677971761,0.9407475678003575,0.22630331753554503,1.0,0,0.0,28.1,0.056,46594.49796921131,Small,Small,0,Growing
139,SME_139,75669.05404502613,0.0632625047042269,0.4336955530304633,0.0,18023.151457462776,41,15,23,tech,0,0.0,0,2,669188.9918016094,0.2585359240066738,8,mature,0,1,1,1,1,1,3,1,257571.26064482244,21048.003463609137,0.1085120474057365,0.0319711470994569,0.1264618320681793,53173.00907359304,31601.648917391813,16,9,1,34039.27779163417,3267,18837,289,medium,4103,3866,210,physical,46,female,none,employed,Nairobi,0,medium,51.4,69131.61054945474,3918.0,17866.53767807388,0.09456518434348783,0.015760864057247973,0.04721796835119959,0.007869661391866598,0.05431971029487843,0.9422373872776018,30.833333333333332,13.444014977199084,0.5663044469695366,4787.013887487865,1845.5866840250276,0.036911733680500554,0.8735381679318207,0.04721796835119959,0.007869661391866598,4.198436340260246,0.16483578765708232,0.23818391395164365,0.08846036118763391,1.0,0,0.0,29.7,-0.053,71658.59418063975,Small,Small,0,Declining
140,SME_140,35210.81216175439,0.0472732313973291,0.3006344788491227,0.0,21521.095404398344,12,9,23,retail,1,234813.13452556316,0,1,354561.9275413384,0.2656904422684333,8,startup,0,0,1,1,1,0,1,1,385627.7989819658,35563.213886000616,0.0720935405371325,0.0474051430393728,0.1313641404161002,135736.2914566915,32982.28377243866,17,11,0,36510.72303395361,1151,5998,63,high,887,887,887,mobile,29,male,bachelor,self-employed,Other,0,low,47.4,33527.35367888472,865.0,18067.333930811623,0.05021149294970744,0.008368582158284574,0.025433526011560695,0.004238921001926782,1.0,1.0,3.6666666666666665,57.50003417838473,0.6993655211508774,1664.5288710105049,2934.2343468128656,0.058684686936257315,0.8686358595838998,0.025433526011560695,0.004238921001926782,1.6361068756081174,0.09693031604344796,0.6112070152069463,0.05473501303214596,1.0,1,1.0,29.3,0.084,38168.52038334176,Small,Small,0,Growing
141,SME_141,55058.2366101697,0.1615332588865561,0.392832944703473,0.0,20475.9240139357,93,37,5,agriculture,0,0.0,0,8,360342.59181642986,0.1558619491476605,28,growth,0,1,1,1,1,0,1,1,119317.35642675064,35204.21139998018,0.059755126200218,0.0421124547580222,0.2639157049845392,94097.41267311484,9035.098595783977,15,14,32,25287.48691637741,439,97845,265,low,709,184,184,physical,39,male,none,self-employed,Mombasa,1,medium,57.7,49460.27930193033,671.0,22671.71774839106,0.11318086729892148,0.018863477883153578,0.05663189269746647,0.009438648782911079,1.0,0.25952045133991536,6.333333333333333,22.477838220452433,0.6071670552965269,8893.736388187803,592.0240495717172,0.011840480991434345,0.7360842950154608,0.05663189269746647,0.009438648782911079,2.688925616870703,0.13053352549172714,0.37189574666024866,0.6036446469248291,0.9999999999999999,0,0.0,29.9,0.098,60453.943797966334,Small,Small,0,Growing
142,SME_142,105331.42086424724,0.1535621391299212,0.5457539598406411,2782.504657185611,18736.551126787992,89,47,6,retail,0,0.0,0,2,738855.8631195371,0.1790294278381187,21,growth,1,1,1,1,1,1,4,1,403010.0561150964,39657.13753155261,0.1016807960678367,0.0352632062260727,0.1108855154209517,38683.067318098176,47466.7143682922,15,2,12,48387.17647315918,1304,85732,331,medium,3318,503,232,mobile,46,male,phd,self-employed,Kisumu,1,medium,35.3,95402.75881137858,3154.0,18910.25631150068,0.10407101614848147,0.017345169358080243,0.05199746353836398,0.008666243923060663,0.46123260437375746,0.15159734779987943,27.333333333333332,9.814710290190222,0.4542460401593589,16174.91830550782,1183.4991108342385,0.02366998221668477,0.8891144845790483,0.05199746353836398,0.008666243923060663,5.621708080184137,0.1890353354822661,0.17788187962389634,0.25383435582822084,1.0,0,0.0,28.6,0.085,114284.59163770825,Medium,Medium,0,Growing
143,SME_143,33322.65199781398,0.1621339165059285,0.3571964418397176,2907.78640539477,46276.46608234475,54,9,19,agriculture,1,157338.6814946336,0,5,323635.5800483257,0.1747861050888743,18,mature,1,1,1,0,1,1,1,1,280702.59235546616,11994.687148404322,0.1130299222989147,0.032525042249115,0.1409032571896227,93976.13756940374,9664.93773063008,3,27,26,24480.74905270189,3155,9344,187,low,3324,324,324,mobile,41,male,none,self-employed,Nairobi,1,low,48.9,31169.88865705343,3213.0,46430.32140097729,0.06906548061323914,0.011510913435539857,0.03454715219421102,0.00575785869903517,1.0,0.09747292418772563,18.5,37.322746811448084,0.6428035581602825,5402.732076769683,617.0861481076662,0.012341722962153323,0.8590967428103773,0.03454715219421102,0.00575785869903517,0.7200777159284237,0.05423694734839261,1.3887389900833993,0.059270998415213945,1.0,1,1.0,27.7,0.121,37354.69288954947,Small,Small,0,Growing
144,SME_144,53973.96308123979,0.167076723853595,0.3467479284007167,8308.104534224381,41446.4945596506,89,44,1,manufacturing,1,310644.0593576418,0,4,216757.1953873366,0.0401300874351489,25,growth,1,1,1,0,1,1,3,1,113362.49239917696,33065.07692404352,0.0959832955329087,0.0272878313062896,0.1244102597185407,186621.87138700564,9934.843184547664,16,8,0,12918.01409659149,2210,32765,166,low,1203,471,471,physical,51,male,none,employed,Mombasa,1,medium,55.6,46192.25876883352,1110.0,36463.24829390595,0.16846338585323045,0.02807723097553841,0.08378378378378379,0.013963963963963965,1.0,0.3915211970074813,15.5,43.70034068664614,0.6532520715992833,9017.792925008433,606.4490233847167,0.012128980467694334,0.8755897402814593,0.08378378378378379,0.013963963963963965,1.3022564068369982,0.08338896884744088,0.7678979306608769,0.0751131221719457,0.9999999999999999,1,1.0,31.2,0.106,59695.203167851214,Small,Small,0,Growing
145,SME_145,55910.56670013008,0.1343758421755636,0.0721633762364898,7230.883474028581,5449.9994931488045,93,8,16,manufacturing,1,473411.8267748318,0,9,811493.2054366407,0.3286655140547847,13,growth,1,1,1,1,1,1,1,1,352291.71275225887,44576.43594387367,0.1092230557976006,0.0303039133756892,0.1567370030364012,85105.69213666636,32141.833689622523,7,38,41,452.9946194655132,1352,88532,236,medium,2745,2745,1487,physical,51,male,master,self-employed,Kisumu,1,low,61.3,57399.836526736275,2710.0,4874.126919498391,-0.025945541254503494,-0.004324256875750583,0.012915129151291513,0.002152521525215252,0.5417122040072859,1.0,5.833333333333333,25.164658363446588,0.9278366237635102,7513.029486843001,601.1888892487106,0.012023777784974212,0.8432629969635987,0.012915129151291513,0.002152521525215252,10.25882053207808,0.24211518687417422,0.09747709270019123,0.17455621301775148,1.0,1,1.0,33.5,0.002,56022.387833530345,Small,Small,0,Stable
146,SME_146,74219.16082818637,0.2542904407021457,0.0,2142.7158734184004,5406.167623854802,11,38,18,manufacturing,1,340623.4464446632,0,7,809263.6130526871,0.0880838165693552,18,startup,1,1,1,1,1,1,1,1,332690.3545945739,9237.25499808786,0.1199065502965287,0.0362184977876356,0.1649180942299002,174714.57870381203,21651.72001913669,19,29,28,43365.03992627984,4490,20593,65,low,1721,1721,1714,mobile,57,male,highschool,self-employed,Nairobi,1,low,67.5,80807.95957708743,1654.0,5655.121607395528,-0.08153650684145311,-0.013589417806908852,0.04050785973397823,0.006751309955663039,0.9959325973271353,1.0,11.166666666666666,31.74915423970263,1.0,18873.22311554294,6747.196438926034,0.13494392877852068,0.8350819057700998,0.04050785973397823,0.006751309955663039,13.728608876405003,0.26897917844942915,0.0728405921534172,0.014476614699331848,1.0,1,1.0,35.4,-0.006,73773.84586321726,Small,Small,0,Stable
147,SME_147,35174.30366987005,0.0379367215066439,0.3582563593845252,3279.5896677110977,21393.47574264956,60,35,24,tech,1,393623.0303564344,0,4,507633.9896327319,0.226872139437193,31,startup,1,0,1,0,0,1,3,1,330063.24111739843,48233.60018616544,0.0849570261193388,0.021450263970194,0.2107850709822302,97710.8142958407,2274.5712721107748,6,22,44,19765.477677376115,3188,70206,287,high,246,246,246,mobile,59,female,master,self-employed,Kisumu,0,medium,50.9,32891.047095081194,238.0,21124.564007924062,0.06941878646150842,0.011569797743584737,0.03361344537815126,0.0056022408963585435,1.0,1.0,1.3333333333333333,34.11082812260972,0.6417436406154748,1334.3977625139826,586.2383944978342,0.011724767889956684,0.7892149290177698,0.03361344537815126,0.0056022408963585435,1.6441603081703708,0.09723535510782261,0.6082131985735653,0.09002509410288582,1.0,1,1.0,28.6,0.04,36581.27581666486,Small,Small,0,Stable
148,SME_148,34695.208537431456,0.0920052082653827,0.2857763653078691,1706.7247853724075,4932.868836640453,68,35,13,tech,1,189736.9464301797,0,7,536122.5038396961,0.1668907688876082,22,startup,1,0,1,1,1,1,2,1,389653.9509985532,14350.240563036585,0.1154702096145536,0.030725538175184,0.122451655822612,152741.6355522368,46104.93470369568,7,29,39,39126.88274880065,3861,98077,50,low,113,113,113,physical,24,male,bachelor,self-employed,Nairobi,1,low,59.3,33192.93644911291,110.0,5329.119816148001,0.04525878843595639,0.007543131405992731,0.02727272727272727,0.004545454545454545,1.0,1.0,0.5,68.77488113371176,0.7142236346921309,3192.1398872972654,510.2236549622273,0.010204473099244545,0.877548344177388,0.02727272727272727,0.004545454545454545,7.03347477632524,0.20836171586849384,0.14217723554878053,0.01295001295001295,1.0,1,1.0,31.3,0.149,39864.794609508746,Small,Small,0,Growing
149,SME_149,63914.87959998802,0.1427721667895666,0.2227825987627887,324.9207770269901,30954.654763555984,78,18,1,transport,0,0.0,0,4,702155.0932522858,0.1761561263768308,23,growth,1,1,1,1,1,1,2,1,131550.25358337944,47144.5857731298,0.0741053530257077,0.0348226124727605,0.1373434389639448,158240.61673666732,4681.951061091193,0,15,12,38692.68758359374,1313,83546,281,low,2133,2133,2133,online,59,female,master,self-employed,Kisumu,1,low,44.5,53165.189042996535,1937.0,43939.87593012748,0.2021941565616899,0.033699026093614984,0.10118740320082602,0.01686456720013767,1.0,1.0,32.666666666666664,30.588664577152212,0.7772174012372113,9125.265850584557,819.4215333331797,0.016388430666663595,0.8626565610360553,0.10118740320082602,0.01686456720013767,2.0647905811967666,0.1119979241180044,0.4843106168279755,0.214013709063214,1.0,0,0.0,34.6,0.183,75611.30256678583,Small,Small,0,Rapid Growth
150,SME_150,56920.41328393722,0.0349767832192082,0.3365295306279516,0.0,7184.580363086696,46,18,10,tech,1,232591.19416928504,0,9,519088.8059271848,0.2677542406558306,30,growth,0,1,1,0,1,1,4,1,363873.8082749242,44060.89605572453,0.1021953912589788,0.0382488466227229,0.1622555210228169,153345.3154436065,8659.546013753821,1,35,38,2178.3359700943583,2176,91297,56,high,2688,894,894,physical,28,male,highschool,self-employed,Kisumu,0,low,47.5,53588.469276843854,2607.0,6832.565420953414,0.06217651020931721,0.010362751701552868,0.031070195627157654,0.005178365937859609,1.0,0.3325892857142857,13.5,34.1539743886036,0.6634704693720483,1990.8929561800107,1237.400288781244,0.02474800577562488,0.8377444789771831,0.031070195627157654,0.005178365937859609,7.9225800822530745,0.21885851516574592,0.1262215073395148,0.025735294117647058,1.0,1,1.0,31.2,0.023,58229.58278946777,Small,Small,0,Stable
151,SME_151,55660.87528597121,0.137690191689755,0.2909394406204637,50934.08583830616,26118.66319834005,38,11,7,services,0,0.0,0,5,428699.1597898479,0.1219682739227534,35,growth,1,1,1,1,1,1,3,1,449282.46072749305,39658.46612875437,0.1131026299637252,0.0422930215485416,0.0602286485996959,129507.189828194,44958.096405475575,12,29,19,41078.6976403684,1272,34844,83,medium,2786,1213,1173,online,26,female,none,self-employed,Other,1,low,44.7,53163.27455996023,2722.0,18948.00964967859,0.04697981354015474,0.007829968923359123,0.02351212343864805,0.0039186872397746755,0.9670239076669415,0.4353912419239052,10.666666666666666,37.61319641575422,0.7090605593795363,7663.956587744922,1464.759875946611,0.02929519751893222,0.9397713514003041,0.02351212343864805,0.0039186872397746755,2.1310767271392623,0.11413769476777576,0.4692463613651259,0.06525157232704402,1.0,0,0.0,29.4,0.01,56217.484038830924,Small,Small,0,Stable
152,SME_152,58326.33604638303,0.2663029116009613,0.4691670375950847,791.8890463146374,360.9973501858876,61,12,5,tech,0,0.0,0,4,994996.3094308109,0.2456579821136286,28,growth,1,1,1,1,1,1,2,1,288640.08296781284,14424.53856930452,0.0864612684510961,0.0204149495834155,0.2083412184905703,190735.2152638576,14490.274516036983,1,45,43,14457.39044610137,1923,24131,187,medium,2178,1710,1710,mobile,37,female,none,employed,Nairobi,0,low,59.0,47307.569799610166,1951.0,438.4994155215319,0.2329176132582415,0.03881960220970692,0.11635058944131214,0.019391764906885357,1.0,0.7851239669421488,37.833333333333336,42.22287982225233,0.5308329624049153,15532.473112167903,956.1694433833284,0.01912338886766657,0.7916587815094297,0.11635058944131214,0.019391764906885357,161.56998386926986,0.5091108579022838,0.006189268427538644,0.09724388975559023,0.9999999999999999,0,0.0,39.7,0.065,62117.54788939792,Small,Small,0,Growing
153,SME_153,39631.29846067736,0.1514620541807173,0.3129166302388467,934.9148312765124,15829.817420632337,17,24,13,manufacturing,0,0.0,0,1,164687.61929550776,0.2466121619249863,12,startup,1,1,1,0,1,1,1,1,268713.36430646124,14739.71006438421,0.0938527131256915,0.028844111868592,0.0,186072.68122040515,41066.268884748206,4,36,39,42061.541981976894,3526,62150,182,high,3838,3838,2100,online,59,male,phd,employed,Eldoret,1,low,55.5,37589.955500361655,3737.0,18724.779609397818,0.05430554341294886,0.009050923902158144,0.02702702702702703,0.0045045045045045045,0.5471599791558103,1.0,16.833333333333332,68.77562702030264,0.6870833697611534,6002.637874703292,2331.25285062808,0.0466250570125616,1.0,0.02702702702702703,0.0045045045045045045,2.503585316721502,0.1253786820386239,0.3994271708341544,0.05161656267725468,1.0,0,0.0,29.7,0.154,45734.518423621674,Small,Small,0,Rapid Growth
154,SME_154,55182.52049912177,0.1661490634003078,0.1879615072394748,807.4719700923407,33859.53618363277,66,35,22,agriculture,1,494498.2705406123,0,9,600873.4196550634,0.1224405237510522,11,growth,1,1,1,1,1,1,4,0,409004.6613609184,16668.718587091305,0.1179345686274158,0.0278287106277923,0.1859712315963287,64042.82717061811,9365.00305612639,4,15,44,24608.59672372893,1355,96224,261,low,668,668,668,physical,20,female,phd,employed,Mombasa,1,medium,47.0,54492.975339833894,664.0,40999.39930227275,0.012653835746491583,0.0021089726244152636,0.006024096385542169,0.0010040160642570282,1.0,1.0,0.6666666666666666,15.963278856299313,0.8120384927605252,9168.524096997367,836.098795441239,0.01672197590882478,0.8140287684036713,0.006024096385542169,0.0010040160642570282,1.6297482694342467,0.09668881265646834,0.6135916931190493,0.192619926199262,0.9999999999999999,1,1.0,29.6,0.02,56286.17090910421,Small,Small,0,Stable
155,SME_155,56812.15454781827,0.0617884664379193,0.4485249358438933,8838.634435568536,24201.94701139242,72,24,16,beauty,1,45293.0662078648,0,9,888145.7655541471,0.2911162877879646,13,mature,1,0,0,1,1,1,3,1,115806.20260452504,41470.53945435662,0.0675825981126655,0.0356383865731512,0.3237619688013242,140458.93003432063,3361.0258518843907,5,27,1,29579.547417767964,2965,45880,6,high,4897,547,547,mobile,25,male,highschool,self-employed,Kisumu,0,medium,42.7,51670.50938174896,4665.0,21138.57891260038,0.09950831194796457,0.016584718657994095,0.049732047159699894,0.008288674526616649,1.0,0.1117010414539514,38.666666666666664,30.377997179843568,0.5514750641561067,3510.3359045437533,789.0577020530314,0.01578115404106063,0.6762380311986758,0.049732047159699894,0.008288674526616649,2.347420830277641,0.12081901479010182,0.42599945740522593,0.002023608768971332,1.0,1,0.7972425367135486,28.5,0.098,62379.74569350446,Small,Small,0,Growing
156,SME_156,39279.10543385602,0.1068547014372365,0.2674303387580696,5841.414067128532,48913.474299949405,36,27,24,services,0,0.0,0,5,693470.7403574925,0.3367429574261129,12,mature,1,1,1,1,1,1,3,1,203393.29136624883,13446.017838881502,0.0749184519925552,0.0339803902019621,0.1802747101766454,134634.06460237675,12501.80452310402,17,19,40,5068.528814764794,1264,94667,449,medium,2848,1760,1400,mobile,33,male,highschool,self-employed,Other,0,medium,37.2,37799.50263411897,2793.0,44887.22114718697,0.03914344625268993,0.006523907708781655,0.019692087361260293,0.0032820145602100487,0.7954545454545454,0.6179775280898876,9.166666666666666,44.95088190027645,0.7325696612419303,4197.1570838564185,1091.086262051556,0.021821725241031122,0.8197252898233546,0.019692087361260293,0.0032820145602100487,0.803032415832638,0.05894699228907543,1.2452797424910087,0.3552215189873418,1.0,0,0.0,28.4,0.037,40732.43233490869,Small,Small,0,Stable
