sme_id,current_revenue,predicted_6m_growth_rate,predicted_6m_revenue,growth_stage,will_jump_category,current_revenue_category,composite_growth_score,growth_action
373,117123.94740384092,10.5,129413.0,Growing,0,Medium,32.6,growth_support
374,82961.48050976986,13.4,94076.0,Growing,0,Small,33.0,growth_support
375,206624.3906342685,1.8,210395.0,Growing,0,Medium,33.1,stability_support
376,38758.55764310765,9.7,42525.0,Growing,0,Small,28.3,stability_support
377,78483.88644903908,3.5,81265.0,Stable,0,Small,31.8,stability_support
378,53941.97189416617,8.3,58431.0,Growing,0,Small,27.4,stability_support
379,213242.4079084163,9.2,232936.0,Growing,0,Medium,31.2,stability_support
380,38374.79992997788,8.2,41505.0,Growing,0,Small,29.1,stability_support
381,38090.79718452848,4.6,39837.0,Stable,0,Small,34.2,stability_support
382,40507.72573946163,8.6,43972.0,Growing,0,Small,28.4,stability_support
383,31657.455326461702,7.8,34122.0,Growing,0,Small,28.7,stability_support
384,41372.27058491469,9.3,45208.0,Growing,0,Small,29.2,stability_support
385,38837.45182126961,9.6,42557.0,Growing,0,Small,29.6,stability_support
386,53139.86222652634,4.9,55752.0,Growing,0,Small,29.1,stability_support
387,58189.96127757024,6.7,62086.0,Growing,0,Small,29.8,stability_support
388,163694.38202696384,-1.4,161442.0,Stable,0,Medium,36.4,intervention_required
389,82487.89966298008,8.0,89115.0,Growing,0,Small,29.1,stability_support
390,40765.03887406975,13.5,46276.0,Growing,0,Small,36.0,growth_support
391,37583.65681406651,-7.2,34863.0,Growing,0,Small,25.3,intervention_required
392,62887.97276022854,10.5,69498.0,Growing,0,Small,26.7,growth_support
393,34696.43764191094,5.4,36582.0,Stable,0,Small,27.7,stability_support
394,157813.0611209277,8.6,171448.0,Growing,0,Medium,31.0,stability_support
395,96203.70989881428,5.1,101136.0,Growing,1,Small,21.2,stability_support
396,42081.16561671667,10.0,46283.0,Growing,0,Small,33.7,stability_support
397,32908.72270855021,11.7,36763.0,Growing,0,Small,29.9,growth_support
398,108973.72501055662,-0.7,108208.0,Stable,0,Medium,34.4,intervention_required
399,47566.66496227137,5.0,49950.0,Growing,0,Small,28.5,stability_support
400,100231.90352506166,13.4,113626.0,Growing,0,Medium,34.4,growth_support
401,33376.90519671551,7.0,35703.0,Stable,0,Small,30.5,stability_support
402,40507.92511438798,4.2,42206.0,Growing,0,Small,28.1,stability_support
403,49904.61789919145,8.0,53910.0,Growing,0,Small,29.6,stability_support
404,50787.300086119496,9.3,55514.0,Growing,0,Small,28.4,stability_support
405,42329.80680885998,13.0,47825.0,Growing,0,Small,30.1,growth_support
406,67601.36134527209,7.1,72431.0,Growing,0,Small,20.5,stability_support
407,36277.70739319841,7.1,38849.0,Growing,0,Small,28.3,stability_support
408,47062.23524360325,6.9,50319.0,Growing,0,Small,32.5,stability_support
409,52429.87901933705,4.9,55000.0,Stable,0,Small,29.6,stability_support
410,63655.354167320416,8.1,68803.0,Growing,0,Small,28.4,stability_support
411,71166.46175601971,9.3,77796.0,Growing,0,Small,30.5,stability_support
412,35885.09201575554,6.6,38249.0,Growing,0,Small,29.3,stability_support
413,33636.94414227449,1.9,34285.0,Stable,0,Small,29.5,stability_support
414,103120.69602331598,1.9,105045.0,Stable,0,Medium,32.3,stability_support
415,57917.47242824445,7.5,62287.0,Growing,0,Small,29.0,stability_support
416,38940.66392148257,7.8,41962.0,Growing,0,Small,28.3,stability_support
417,126372.41683617848,14.7,145004.0,Growing,0,Medium,35.6,growth_support
418,52322.75453180837,16.5,60945.0,Rapid Growth,0,Small,36.1,growth_support
419,96194.1324624956,12.4,108163.0,Growing,1,Small,32.3,growth_support
420,51235.362916005375,-2.0,50204.0,Stable,0,Small,30.8,intervention_required
421,190958.8798850674,5.1,200734.0,Stable,0,Medium,33.3,stability_support
422,148386.18580412783,1.8,151123.0,Stable,0,Medium,31.0,stability_support
423,45255.75410043282,7.4,48586.0,Growing,0,Small,29.9,stability_support
424,83626.90928231677,6.7,89225.0,Growing,0,Small,30.5,stability_support
425,68476.34048279628,1.2,69311.0,Stable,0,Small,34.6,stability_support
426,110159.93845024252,9.6,120744.0,Growing,0,Medium,31.0,stability_support
427,37043.83217673015,11.4,41275.0,Growing,0,Small,27.5,growth_support
428,70107.10439167809,14.9,80562.0,Growing,0,Small,36.5,growth_support
429,88565.9688179172,14.3,101249.0,Rapid Growth,1,Small,32.8,growth_support
430,32743.12505531505,8.1,35389.0,Growing,0,Small,28.8,stability_support
431,35504.16693067852,5.3,37395.0,Stable,0,Small,30.6,stability_support
432,31875.08934047005,1.6,32384.0,Stable,0,Small,30.7,stability_support
433,44930.74535789543,7.4,48278.0,Growing,0,Small,29.6,stability_support
434,71415.98621318341,19.2,85107.0,Rapid Growth,0,Small,36.3,growth_support
435,121744.44041207424,11.7,135928.0,Growing,0,Medium,32.8,growth_support
436,51380.79010708408,7.8,55388.0,Growing,0,Small,29.3,stability_support
437,134199.4321641323,3.9,139475.0,Growing,0,Medium,28.2,stability_support
438,34376.692791171576,9.2,37555.0,Growing,0,Small,32.0,stability_support
439,32945.12464852634,6.7,35147.0,Growing,0,Small,30.9,stability_support
440,48683.1052030728,3.8,50555.0,Stable,0,Small,28.1,stability_support
441,59443.08076088462,9.4,65004.0,Growing,0,Small,31.2,stability_support
442,49133.61317879603,8.8,53452.0,Growing,0,Small,28.3,stability_support
443,31800.517363999985,5.6,33595.0,Growing,0,Small,25.4,stability_support
444,48039.67688828638,5.2,50535.0,Growing,0,Small,29.0,stability_support
445,34783.861151846635,2.8,35743.0,Stable,0,Small,31.1,stability_support
446,69442.45293219344,8.5,75350.0,Growing,0,Small,31.0,stability_support
447,58919.304528154185,5.6,62234.0,Growing,0,Small,33.4,stability_support
448,37242.89904244277,6.0,39479.0,Growing,0,Small,28.5,stability_support
449,41517.90918065298,4.8,43531.0,Growing,0,Small,27.1,stability_support
450,36337.50912705228,7.6,39102.0,Growing,0,Small,27.1,stability_support
451,48544.616181088175,2.4,49731.0,Growing,0,Small,29.0,stability_support
452,82739.9594245442,6.5,88091.0,Growing,0,Small,30.5,stability_support
453,36882.22548269402,7.0,39467.0,Growing,0,Small,28.2,stability_support
454,63299.07695890909,8.1,68425.0,Growing,0,Small,30.5,stability_support
455,41317.5607333692,4.9,43344.0,Growing,0,Small,27.2,stability_support
456,38517.51331176708,3.9,40013.0,Growing,0,Small,28.2,stability_support
457,47705.1523380566,17.1,55880.0,Growing,0,Small,34.1,growth_support
458,36510.81257714906,21.5,44357.0,Growing,0,Small,33.7,growth_support
459,41037.26505630162,4.4,42835.0,Stable,0,Small,33.4,stability_support
460,35412.58960176839,12.5,39823.0,Growing,0,Small,26.8,growth_support
461,176148.2378424716,0.6,177149.0,Stable,0,Medium,36.1,stability_support
462,50535.768861412784,12.4,56784.0,Growing,0,Small,28.9,growth_support
463,39427.69086145351,9.6,43202.0,Growing,0,Small,29.1,stability_support
464,54711.9276354334,5.2,57573.0,Growing,0,Small,29.5,stability_support
465,47607.346155806765,12.5,53570.0,Growing,0,Small,34.2,growth_support
466,45711.743967258655,3.9,47486.0,Growing,0,Small,31.9,stability_support
467,67269.30645102634,7.9,72552.0,Growing,0,Small,27.0,stability_support
468,73137.57346964168,9.4,79985.0,Growing,0,Small,28.8,stability_support
469,41314.60869074112,5.4,43552.0,Growing,0,Small,29.8,stability_support
470,40777.604896218254,9.6,44682.0,Growing,0,Small,28.0,stability_support
471,44842.16475231684,11.3,49898.0,Growing,0,Small,28.6,growth_support
472,31255.74421112929,6.8,33366.0,Growing,0,Small,27.0,stability_support
473,33721.81588006922,4.8,35327.0,Stable,0,Small,34.3,stability_support
474,110017.7830342755,5.4,115928.0,Stable,0,Medium,31.8,stability_support
475,135930.6116717941,13.6,154418.0,Growing,0,Medium,32.5,growth_support
476,45254.59945676634,10.2,49888.0,Growing,0,Small,28.6,growth_support
477,65863.90433514866,10.0,72464.0,Growing,0,Small,29.5,growth_support
478,57318.77626998906,5.0,60161.0,Growing,0,Small,28.0,stability_support
479,476962.4144938762,3.0,491347.0,Stable,0,Medium,34.4,stability_support
480,92309.88445288292,13.4,104698.0,Growing,0,Small,35.4,growth_support
481,47322.51898044087,10.8,52410.0,Growing,0,Small,34.7,growth_support
482,37117.83242035206,5.7,39246.0,Growing,0,Small,29.4,stability_support
483,33326.93510854305,7.3,35766.0,Growing,0,Small,29.2,stability_support
484,54444.981893837685,7.0,58255.0,Growing,0,Small,27.1,stability_support
485,38864.3159961933,6.3,41298.0,Growing,0,Small,28.2,stability_support
486,34162.777619495144,6.8,36473.0,Growing,0,Small,30.2,stability_support
487,39986.34523255288,10.4,44158.0,Growing,0,Small,28.5,growth_support
488,36179.73463175362,11.8,40439.0,Growing,0,Small,29.3,growth_support
489,140528.37778931277,5.1,147659.0,Growing,0,Medium,31.7,stability_support
490,78945.37029064163,-5.8,74336.0,Declining,0,Small,28.4,intervention_required
491,49632.70227166433,9.2,54185.0,Growing,0,Small,28.7,stability_support
492,119693.1921435402,6.8,127868.0,Growing,0,Medium,36.6,stability_support
493,51453.537644389,6.0,54515.0,Growing,0,Small,32.0,stability_support
494,37901.01813278885,7.2,40648.0,Growing,0,Small,29.6,stability_support
495,123686.53029539905,10.5,136615.0,Growing,0,Medium,31.4,growth_support
496,64509.064285943874,6.3,68605.0,Growing,0,Small,27.3,stability_support
497,36496.16591855863,5.3,38430.0,Growing,0,Small,31.6,stability_support
498,46225.521294113685,10.1,50882.0,Growing,0,Small,26.9,growth_support
499,37777.10382012087,6.3,40156.0,Growing,0,Small,30.8,stability_support
500,34362.727758323126,5.6,36276.0,Growing,0,Small,30.7,stability_support
501,81211.2635921986,30.1,105665.0,Rapid Growth,1,Small,37.2,fast_track_funding
502,168241.11065679172,16.5,195990.0,Rapid Growth,0,Medium,35.3,growth_support
503,34281.86977628787,6.3,36431.0,Growing,0,Small,35.6,stability_support
504,65369.01572774685,7.1,70016.0,Growing,0,Small,27.2,stability_support
505,39942.51369772408,5.0,41939.0,Growing,0,Small,31.0,stability_support
506,41851.91104128538,7.0,44794.0,Growing,0,Small,31.7,stability_support
507,40587.18394766106,12.8,45800.0,Growing,0,Small,27.8,growth_support
508,37877.48429342764,9.5,41472.0,Growing,0,Small,28.0,stability_support
509,50820.60150294192,2.5,52114.0,Stable,0,Small,27.8,stability_support
510,38169.1793007317,3.6,39556.0,Stable,0,Small,28.7,stability_support
511,56194.56566845572,12.2,63048.0,Growing,0,Small,34.7,growth_support
512,48786.85869159302,5.9,51644.0,Growing,0,Small,27.6,stability_support
513,45417.4370051391,4.3,47356.0,Growing,0,Small,29.0,stability_support
514,37507.25145149989,6.3,39857.0,Stable,0,Small,31.7,stability_support
515,40766.57009276967,5.6,43038.0,Growing,0,Small,29.4,stability_support
516,73044.66628525004,7.1,78241.0,Growing,0,Small,30.2,stability_support
517,63192.51831213504,10.2,69655.0,Growing,0,Small,32.3,growth_support
518,36945.30046061807,7.5,39699.0,Growing,0,Small,28.6,stability_support
519,51947.85120432351,8.1,56135.0,Growing,0,Small,31.3,stability_support
520,72869.435428042,5.0,76541.0,Growing,0,Small,30.4,stability_support
521,33074.76158155717,8.0,35714.0,Growing,0,Small,29.2,stability_support
522,64666.571057355,13.2,73189.0,Growing,0,Small,36.0,growth_support
523,39814.50403905846,9.7,43695.0,Growing,0,Small,28.1,stability_support
524,65646.0648318759,9.4,71830.0,Growing,0,Small,28.0,stability_support
525,38797.74082342759,7.2,41586.0,Growing,0,Small,27.6,stability_support
526,32583.08728912525,9.2,35589.0,Growing,0,Small,29.7,stability_support
527,33240.66284193502,3.5,34402.0,Stable,0,Small,39.0,stability_support
528,50811.15970318956,6.8,54243.0,Growing,0,Small,31.3,stability_support
529,55906.284603286505,12.0,62615.0,Growing,0,Small,29.2,growth_support
530,37534.28823150744,4.8,39338.0,Stable,0,Small,31.6,stability_support
531,68210.7719442527,9.1,74435.0,Growing,0,Small,28.7,stability_support
532,33105.48191896396,5.4,34878.0,Stable,0,Small,31.3,stability_support
533,48478.92282944569,10.6,53597.0,Growing,0,Small,30.1,growth_support
534,35331.42434219922,5.9,37407.0,Growing,0,Small,31.1,stability_support
535,39929.69277667937,7.5,42935.0,Growing,0,Small,34.2,stability_support
536,50796.329579875695,9.8,55780.0,Growing,0,Small,30.8,stability_support
537,37908.60367949092,9.8,41622.0,Growing,0,Small,28.1,stability_support
538,43219.13380229656,6.9,46195.0,Growing,0,Small,29.0,stability_support
539,85550.11077376996,0.1,85607.0,Stable,0,Small,30.8,stability_support
540,40765.17525084152,1.0,41168.0,Growing,0,Small,29.0,stability_support
541,76711.14127161962,6.2,81453.0,Growing,0,Small,31.1,stability_support
542,35851.28971391928,9.0,39067.0,Growing,0,Small,22.3,stability_support
543,64188.95118989171,5.7,67865.0,Stable,0,Small,32.9,stability_support
544,116286.03872210108,12.5,130829.0,Rapid Growth,0,Medium,46.5,growth_support
545,30933.927617126,4.1,32208.0,Growing,0,Small,25.3,stability_support
546,38480.08617076914,12.1,43148.0,Growing,0,Small,28.7,growth_support
547,65882.80013775188,4.6,68911.0,Growing,0,Small,28.5,stability_support
548,46010.47792336532,7.7,49565.0,Growing,0,Small,32.4,stability_support
549,59054.79123583235,9.9,64896.0,Growing,0,Small,28.4,stability_support
550,40455.88685750967,8.9,44043.0,Growing,0,Small,30.1,stability_support
551,51659.751365893215,0.8,52055.0,Stable,0,Small,23.9,stability_support
552,46826.20289156902,2.9,48161.0,Stable,0,Small,31.9,stability_support
553,95427.0446309559,6.3,101441.0,Growing,1,Small,22.9,stability_support
554,55765.04079672616,8.8,60676.0,Growing,0,Small,31.9,stability_support
555,58069.78236955163,3.7,60240.0,Growing,0,Small,28.7,stability_support
556,42841.138819207226,11.2,47641.0,Growing,0,Small,30.9,growth_support
557,41845.826148308624,-2.5,40817.0,Stable,0,Small,29.1,intervention_required
558,42561.80114119242,11.3,47376.0,Growing,0,Small,29.1,growth_support
559,59758.90435070566,3.7,61988.0,Growing,0,Small,28.1,stability_support
560,42717.413048093054,15.9,49499.0,Growing,0,Small,29.5,growth_support
561,56721.23099993252,12.4,63748.0,Growing,0,Small,36.9,growth_support
562,193346.64899537503,3.5,200161.0,Stable,0,Medium,30.3,stability_support
563,78424.97446099232,7.9,84605.0,Growing,0,Small,33.1,stability_support
564,44064.54406187761,7.0,47130.0,Growing,0,Small,28.1,stability_support
565,97678.76297328727,1.6,99202.0,Stable,0,Small,39.6,stability_support
566,42893.11781165194,6.1,45521.0,Growing,0,Small,24.9,stability_support
567,31878.06049512118,5.1,33495.0,Stable,0,Small,27.8,stability_support
568,36712.22604458031,6.6,39153.0,Growing,0,Small,30.0,stability_support
569,32366.925655114657,2.3,33105.0,Growing,0,Small,27.0,stability_support
570,43690.28887169411,2.9,44966.0,Growing,0,Small,31.3,stability_support
571,50179.27681841905,6.4,53376.0,Stable,0,Small,29.6,stability_support
572,139342.97618290118,2.3,142567.0,Stable,0,Medium,32.4,stability_support
573,57763.16631443845,6.8,61671.0,Growing,0,Small,27.6,stability_support
574,45742.6453659151,11.8,51157.0,Growing,0,Small,32.1,growth_support
575,76413.36129519023,6.8,81642.0,Growing,0,Small,29.7,stability_support
576,31451.6656301922,3.5,32551.0,Stable,0,Small,33.0,stability_support
577,55270.01069769383,7.4,59344.0,Growing,0,Small,31.5,stability_support
578,73728.48463765932,7.7,79390.0,Growing,0,Small,29.9,stability_support
579,33890.62050824943,13.4,38425.0,Growing,0,Small,38.5,growth_support
580,93854.56711483732,6.0,99513.0,Growing,0,Small,30.7,stability_support
581,58095.60135921549,8.9,63242.0,Growing,0,Small,29.5,stability_support
582,42794.66899151069,5.6,45190.0,Stable,0,Small,30.9,stability_support
583,67984.7197002671,7.4,73038.0,Growing,0,Small,29.9,stability_support
584,228748.7561778131,4.4,238916.0,Growing,0,Medium,26.1,stability_support
585,53905.477231779485,8.1,58296.0,Growing,0,Small,29.1,stability_support
586,55600.80419912238,8.1,60131.0,Growing,0,Small,28.6,stability_support
587,42208.27110426619,10.1,46483.0,Growing,0,Small,25.6,growth_support
588,38001.19501574836,7.3,40791.0,Growing,0,Small,28.1,stability_support
589,76457.30670085191,5.8,80929.0,Growing,0,Small,34.9,stability_support
590,37946.41499231299,9.6,41576.0,Growing,0,Small,32.1,stability_support
591,51324.761124727615,9.1,56012.0,Growing,0,Small,35.2,stability_support
592,41972.32293997881,7.4,45060.0,Growing,0,Small,28.2,stability_support
593,62454.80538552431,9.7,68538.0,Growing,0,Small,28.5,stability_support
594,57956.22024298845,11.2,64464.0,Growing,0,Small,31.5,growth_support
595,87338.87404365442,7.7,94039.0,Growing,0,Small,33.0,stability_support
596,41565.45347392553,-1.2,41047.0,Stable,0,Small,30.0,intervention_required
597,44923.38077360897,8.8,48863.0,Growing,0,Small,29.0,stability_support
598,36935.939092107,10.9,40971.0,Growing,0,Small,27.8,growth_support
599,42405.84777972112,10.7,46932.0,Growing,0,Small,33.3,growth_support
600,59239.13876556723,4.2,61741.0,Growing,0,Small,29.7,stability_support
601,73114.76865402899,9.7,80212.0,Growing,0,Small,32.2,stability_support
602,37386.748438751536,8.2,40445.0,Growing,0,Small,27.5,stability_support
603,78350.26027533895,6.6,83531.0,Growing,0,Small,30.0,stability_support
604,109114.69901099298,7.1,116889.0,Growing,0,Medium,29.3,stability_support
605,60344.6494890432,5.6,63751.0,Stable,0,Small,32.1,stability_support
606,163778.46735190816,13.0,185006.0,Growing,0,Medium,31.2,growth_support
607,38697.14529504317,6.8,41334.0,Growing,0,Small,28.6,stability_support
608,35128.40971275407,3.9,36512.0,Stable,0,Small,27.8,stability_support
609,32672.917797135306,1.1,33024.0,Growing,0,Small,28.1,stability_support
610,121162.03473241544,10.5,133867.0,Growing,0,Medium,37.9,growth_support
611,68831.06780848173,10.1,75806.0,Growing,0,Small,32.5,growth_support
612,48682.38467090875,1.3,49311.0,Growing,0,Small,31.5,stability_support
613,56452.613428082914,5.1,59326.0,Growing,0,Small,28.0,stability_support
614,35879.427495039134,10.0,39458.0,Growing,0,Small,30.9,stability_support
615,266926.8721269296,15.7,308797.0,Rapid Growth,0,Medium,44.3,growth_support
616,52638.1988826963,10.3,58067.0,Growing,0,Small,29.3,growth_support
617,52177.96577836588,6.4,55541.0,Stable,0,Small,28.0,stability_support
618,71764.66590853393,4.7,75103.0,Growing,0,Small,31.1,stability_support
619,62522.37327293784,9.9,68722.0,Growing,0,Small,32.5,stability_support
620,54965.91416490164,9.3,60083.0,Growing,0,Small,29.0,stability_support
621,38539.901058203046,12.3,43276.0,Rapid Growth,0,Small,36.6,growth_support
622,62205.905079233664,10.2,68522.0,Growing,0,Small,28.3,growth_support
623,164484.00906554417,16.2,191078.0,Growing,0,Medium,34.1,growth_support
624,108302.2437615933,4.0,112657.0,Growing,0,Medium,31.4,stability_support
625,130544.3392664082,10.0,143550.0,Growing,0,Medium,34.5,stability_support
626,41550.62575432308,12.2,46626.0,Growing,0,Small,27.5,growth_support
627,36852.462980218144,6.5,39241.0,Growing,0,Small,29.3,stability_support
628,47361.18573064056,17.5,55657.0,Growing,0,Small,33.7,growth_support
629,50976.94531567171,6.5,54289.0,Growing,0,Small,28.8,stability_support
630,90727.95556247492,9.0,98913.0,Growing,0,Small,29.4,stability_support
631,32986.30131700251,13.9,37587.0,Growing,0,Small,34.2,growth_support
632,124295.71643271756,6.0,131704.0,Growing,0,Medium,31.1,stability_support
633,46785.15639392669,7.4,50240.0,Growing,0,Small,29.4,stability_support
634,42637.90663072591,4.2,44412.0,Growing,0,Small,29.5,stability_support
635,36682.07858662221,7.5,39432.0,Growing,0,Small,30.6,stability_support
636,33131.63159768624,7.2,35521.0,Growing,0,Small,38.5,stability_support
637,76119.86564084652,11.0,84485.0,Growing,0,Small,30.2,growth_support
638,51363.56193308506,4.3,53587.0,Growing,0,Small,30.0,stability_support
639,34865.55103764173,2.1,35609.0,Stable,0,Small,31.8,stability_support
640,34836.599739521625,2.1,35562.0,Stable,0,Small,32.1,stability_support
641,43920.0979042259,18.6,52071.0,Rapid Growth,0,Small,31.8,growth_support
642,138529.15732218456,8.3,149981.0,Growing,0,Medium,30.8,stability_support
643,45085.96807397319,-0.9,44694.0,Growing,0,Small,28.5,intervention_required
644,33776.69548377714,8.2,36548.0,Growing,0,Small,27.2,stability_support
645,45307.573256745534,8.9,49351.0,Growing,0,Small,29.3,stability_support
646,44878.6377371322,14.3,51299.0,Growing,0,Small,30.5,growth_support
647,30583.056677023065,18.2,36156.0,Rapid Growth,0,Small,33.6,growth_support
648,48707.536883558976,2.4,49881.0,Stable,0,Small,36.5,stability_support
649,45547.96478573699,8.6,49456.0,Growing,0,Small,31.0,stability_support
650,70524.68810196545,9.6,77326.0,Growing,0,Small,35.7,stability_support
651,160083.3524243622,9.8,175762.0,Growing,0,Medium,26.0,stability_support
652,92752.6163803009,7.9,100065.0,Growing,0,Small,30.2,stability_support
653,44938.90128528306,9.6,49245.0,Growing,0,Small,30.5,stability_support
654,36007.410761047155,7.3,38654.0,Growing,0,Small,30.2,stability_support
655,299284.0439151049,5.9,317089.0,Growing,0,Medium,29.1,stability_support
656,51053.17702404618,16.3,59369.0,Rapid Growth,0,Small,27.8,growth_support
657,50085.283934717714,8.3,54223.0,Growing,0,Small,33.0,stability_support
658,49305.22178056972,6.7,52614.0,Growing,0,Small,30.5,stability_support
659,54309.5255146398,9.8,59631.0,Growing,0,Small,31.1,stability_support
660,47026.87493094782,8.2,50891.0,Growing,0,Small,32.4,stability_support
661,40802.60845432832,7.4,43823.0,Growing,0,Small,28.2,stability_support
662,41117.95769548156,6.4,43762.0,Growing,0,Small,28.9,stability_support
663,49132.44631393773,5.6,51874.0,Growing,0,Small,33.1,stability_support
664,41158.97643113184,3.3,42505.0,Stable,0,Small,28.8,stability_support
665,39294.3011181439,7.3,42157.0,Growing,0,Small,27.5,stability_support
666,52109.92965231028,5.5,54959.0,Growing,0,Small,32.3,stability_support
667,45159.46442716989,7.1,48362.0,Growing,0,Small,30.4,stability_support
668,121895.9707028217,8.7,132487.0,Growing,0,Medium,28.2,stability_support
669,30648.317143132143,6.1,32506.0,Growing,0,Small,27.3,stability_support
670,90562.97939693472,17.3,106208.0,Rapid Growth,1,Small,35.5,growth_support
671,100821.74141250936,11.3,112195.0,Growing,0,Medium,30.2,growth_support
672,31785.06043182004,3.3,32848.0,Stable,0,Small,30.1,stability_support
673,43818.79635606039,6.9,46837.0,Growing,0,Small,30.8,stability_support
674,43404.27819784226,4.3,45252.0,Growing,0,Small,30.1,stability_support
675,34236.56759744026,7.9,36942.0,Stable,0,Small,27.6,stability_support
676,38658.94910754175,8.3,41857.0,Growing,0,Small,29.7,stability_support
677,35979.87333406374,7.0,38501.0,Growing,0,Small,27.6,stability_support
678,148020.77998848408,5.2,155725.0,Stable,0,Medium,29.4,stability_support
679,81707.82518769905,6.8,87248.0,Growing,0,Small,31.4,stability_support
680,102669.5203661064,7.7,110575.0,Growing,0,Medium,30.5,stability_support
681,71590.71480116414,9.7,78537.0,Growing,0,Small,33.1,stability_support
682,35855.652116866986,8.1,38777.0,Growing,0,Small,32.8,stability_support
683,41387.3168577905,7.9,44677.0,Growing,0,Small,25.9,stability_support
684,62802.34413456522,17.7,73905.0,Rapid Growth,0,Small,36.5,growth_support
685,35263.60695798563,3.6,36537.0,Stable,0,Small,29.5,stability_support
686,71224.57280959102,12.7,80260.0,Growing,0,Small,29.4,growth_support
687,45395.1072376232,1.6,46115.0,Growing,0,Small,34.9,stability_support
688,43356.32991190819,1.0,43797.0,Stable,0,Small,29.2,stability_support
689,71138.9826810289,10.3,78465.0,Growing,0,Small,30.7,growth_support
690,61319.92530062099,7.6,66010.0,Growing,0,Small,30.7,stability_support
691,43553.90719758857,5.3,45847.0,Stable,0,Small,30.2,stability_support
692,94869.58640710604,9.5,103835.0,Growing,1,Small,32.4,stability_support
693,36183.12119196222,2.0,36910.0,Stable,0,Small,28.3,stability_support
694,67336.71744139542,15.4,77727.0,Growing,0,Small,34.0,growth_support
695,66475.62566552755,8.0,71777.0,Growing,0,Small,32.9,stability_support
696,44311.59447756056,10.6,49015.0,Growing,0,Small,30.6,growth_support
697,57740.48149329997,10.2,63612.0,Growing,0,Small,28.8,growth_support
698,35090.20467248525,5.0,36833.0,Stable,0,Small,27.6,stability_support
699,81099.51953893821,7.8,87395.0,Growing,0,Small,30.1,stability_support
700,46318.36513504495,3.8,48059.0,Growing,0,Small,31.8,stability_support
701,41409.250658278106,5.2,43555.0,Stable,0,Small,29.4,stability_support
702,88009.59108923757,6.6,93854.0,Growing,0,Small,32.6,stability_support
703,39380.53951683236,7.8,42439.0,Growing,0,Small,27.7,stability_support
704,34231.78159338704,13.9,39007.0,Growing,0,Small,27.0,growth_support
705,33538.03256183227,5.3,35332.0,Growing,0,Small,30.0,stability_support
706,66960.0002461535,12.5,75300.0,Growing,0,Small,29.1,growth_support
707,34919.86659622178,9.0,38062.0,Growing,0,Small,27.1,stability_support
708,148321.046043902,8.5,160996.0,Growing,0,Medium,28.5,stability_support
709,31763.03048670051,14.6,36403.0,Growing,0,Small,27.1,growth_support
710,141570.27125550495,8.7,153911.0,Growing,0,Medium,35.7,stability_support
711,54636.4445575753,0.3,54821.0,Stable,0,Small,30.2,stability_support
712,47897.1234231563,19.6,57289.0,Rapid Growth,0,Small,32.9,growth_support
713,41141.11057306892,8.9,44784.0,Growing,0,Small,28.3,stability_support
714,59902.4045611607,9.9,65815.0,Growing,0,Small,29.7,stability_support
715,49035.35609234694,8.5,53221.0,Growing,0,Small,32.0,stability_support
716,91291.1121793355,-1.3,90143.0,Growing,0,Small,30.0,intervention_required
717,52289.31199178595,8.7,56833.0,Growing,0,Small,26.2,stability_support
718,53137.65872449477,10.2,58562.0,Growing,0,Small,32.1,growth_support
719,43515.96087114952,8.5,47233.0,Growing,0,Small,29.9,stability_support
720,48655.8801590508,8.1,52583.0,Growing,0,Small,30.5,stability_support
721,57221.958781075125,7.5,61488.0,Growing,0,Small,29.7,stability_support
722,32919.75695935449,9.8,36154.0,Growing,0,Small,28.7,stability_support
723,34544.766492621726,4.2,35992.0,Stable,0,Small,31.4,stability_support
724,72516.09693117496,3.9,75311.0,Growing,0,Small,30.1,stability_support
725,53635.12236365726,15.0,61655.0,Rapid Growth,0,Small,38.1,growth_support
726,46334.10608487021,11.9,51833.0,Growing,0,Small,30.4,growth_support
727,50179.60322083044,10.0,55191.0,Growing,0,Small,33.4,stability_support
728,58359.37596715173,9.5,63889.0,Growing,0,Small,29.7,stability_support
729,41202.90902261833,8.1,44533.0,Growing,0,Small,27.8,stability_support
730,38654.33106045745,9.6,42374.0,Growing,0,Small,29.4,stability_support
731,54253.342449896,6.1,57568.0,Stable,0,Small,33.9,stability_support
732,36938.96623999505,8.9,40241.0,Growing,0,Small,28.7,stability_support
733,60183.6406132219,4.2,62728.0,Stable,0,Small,30.3,stability_support
734,32948.12224648025,11.6,36770.0,Stable,0,Small,30.5,growth_support
735,86853.40891818442,7.9,93735.0,Growing,0,Small,28.9,stability_support
736,62243.200524624,3.3,64307.0,Stable,0,Small,32.1,stability_support
737,55807.82485330105,6.2,59267.0,Growing,0,Small,31.1,stability_support
738,84235.58118344899,7.4,90436.0,Growing,0,Small,29.8,stability_support
739,138142.0242580246,7.3,148171.0,Growing,0,Medium,35.3,stability_support
740,86007.15553827942,6.0,91129.0,Growing,0,Small,29.6,stability_support
741,32463.28160531164,5.8,34346.0,Growing,0,Small,26.1,stability_support
742,34924.74918605987,14.7,40048.0,Growing,0,Small,32.8,growth_support
743,40223.69401726139,9.1,43873.0,Growing,0,Small,29.2,stability_support
744,50340.907980472446,9.3,55000.0,Growing,0,Small,28.8,stability_support
745,63766.50449689947,6.5,67923.0,Growing,0,Small,28.4,stability_support
